Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,204.29,21.86,77.73,12.74,,46.42,293.94,24.57
2005,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,221.21,34.98,97.0,35.71,,40.93,304.36,13.74
2006,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,206.48,14.25,84.72,16.84,,40.39,302.11,16.83
2007,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,336.21,46.95,114.78,13.23,,22.43,336.21,16.89
2008,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,255.84,44.93,126.72,17.28,,22.7,383.01,9.49
2009,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,246.91,44.26,154.95,19.12,,16.19,379.09,12.83
2010,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,240.66,34.1,161.0,18.89,,17.79,358.44,12.23
2011,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,228.21,19.06,152.98,16.52,,16.26,344.32,8.03
2012,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,193.99,20.18,130.19,12.37,,13.87,304.71,24.64
2013,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,188.26,14.79,145.34,23.67,,12.81,293.13,4.43
2014,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,210.8,21.89,168.19,34.27,,9.89,314.18,-1.71
2015,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,185.61,11.53,125.51,13.64,,4.35,273.74,15.14
2016,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,148.35,3.8,105.75,10.86,,4.29,230.93,6.31
2017,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,155.89,2.1,119.2,7.25,,4.91,245.47,12.96
2018,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,159.28,4.72,119.95,11.4,,6.57,261.68,10.42
2019,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,149.76,3.42,142.08,24.99,,78.97,325.65,37.18
2020,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,180.54,5.03,160.22,30.26,,84.34,370.36,29.84
2021,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,314.35,7.98,225.62,21.68,,100.05,521.05,50.54
2022,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,335.16,10.78,230.17,28.85,,105.23,567.4,40.27
2023,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,305.51,1.69,194.59,14.33,2.2,101.21,554.22,52.02
2024,WUF1V.HE,Wulff Yhtiot Oyj,Professional & Commercial Services,Industrials,332.8,13.24,241.38,43.81,2.09,111.95,644.84,47.8
