Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,139.2,25.91,79.97,21.65,,105.62,329.59,41.13
2005,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,172.95,10.2,110.26,31.79,,138.47,412.65,36.55
2006,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,326.81,10.75,254.66,77.3,0.27,290.95,800.71,14.16
2007,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,282.85,6.98,161.38,43.29,1.34,256.84,711.2,55.34
2008,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,331.86,9.94,256.26,60.18,0.6,279.63,806.15,95.97
2009,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,340.48,46.56,166.8,31.91,2.66,286.21,758.65,139.04
2010,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,473.34,9.03,329.11,96.95,13.9,293.31,908.1,41.83
2011,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,406.95,16.2,210.37,44.199999999999996,8.34,264.5,796.61,117.36
2012,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,479.05,80.32,278.56,32.89,0.0,286.77,887.97,112.02
2013,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,602.86,248.3,241.84,0.0,8.0,228.96,1137.35,163.2
2014,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,773.22,202.18,358.69,0.0,29.55,294.46,1179.62,175.91
2015,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,667.95,93.18,303.24,10.72,0.0,409.99,1180.79,41.28
2016,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,637.25,208.07,354.72,14.1,12.68,260.55,2424.85,-4.03
2017,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,652.06,171.61,387.05,19.49,,260.55,2391.3,90.43
2018,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,648.2,138.53,438.5,5.77,34.28,358.46,2616.34,154.6
2019,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1485.71,177.65,844.03,2.86,53.88,804.1,4827.52,147.93
2020,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3033.0,1649.88,938.99,0.0,118.4,747.27,6164.94,229.2
2021,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2814.22,600.21,1180.59,13.64,47.2,1010.63,6515.25,-344.7
2022,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3323.71,713.55,2000.28,234.67,53.06,1336.31,7903.74,98.59
2023,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1956.87,154.35,2685.6,1108.47,65.83,947.94,6428.1,383.09
2024,HEX.OL,Hexagon Composites ASA,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2445.45,302.3,1276.7,201.5,6.15,940.87,7077.47,147.1
