Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2012,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,554.78,52.0,623.32,76.82,45.91,14.68,1973.73,171.4
2013,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,828.82,2.23,1140.41,170.04,37.45,20.01,2991.29,16.75
2014,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,1073.77,118.4,1156.47,164.22,0.0,16.29,3222.03,235.81
2015,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,1300.32,76.01,1187.08,127.72,21.45,20.62,3755.54,54.41
2016,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,1455.84,236.06,1226.48,9.62,34.89,19.73,3789.18,448.83
2017,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,1519.4,69.9,1365.91,16.13,57.98,24.05,4075.73,203.56
2018,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,1964.46,254.47,1970.42,11.55,18.33,84.06,5662.47,712.79
2019,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,2342.63,261.22,2360.83,23.4,9.47,98.15,6749.48,244.67
2020,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,2749.59,736.39,2577.72,22.39,46.6,100.16,7843.11,858.54
2021,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,4939.61,854.11,4526.97,84.46,73.88,174.27,14430.59,172.1
2022,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,5556.15,713.66,4969.16,6.89,111.68,120.99,14756.06,563.31
2023,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,5259.19,1075.92,4735.79,247.81,201.3,116.14,15665.98,604.81
2024,DUST.ST,Dustin Group AB,"Computers, Phones & Household Electronics",Information Technology,5643.9,912.45,4901.67,111.9,114.59,117.58,16328.83,148.46
