Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,65.31,47.86,48.77,18.01,2.31,849.73,930.13,-1.71
2008,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,39.12,31.4,21.76,6.51,2.83,1025.54,1090.0,-2.45
2009,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,34.48,27.08,15.05,5.57,0.0,808.86,870.82,5.83
2010,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,35.4,30.48,17.39,5.23,0.0,760.46,821.73,10.84
2011,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,39.37,34.68,25.42,19.08,,720.66,761.76,3.96
2012,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,24.04,19.71,27.64,18.08,,689.7,717.51,5.11
2013,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,19.03,16.36,26.56,16.18,,800.46,819.48,6.5
2014,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,27.7,23.13,29.95,16.36,,881.29,909.0,10.02
2015,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,25.3,21.24,35.75,21.9,,975.36,1000.66,12.03
2016,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,118.41,24.8,515.8,500.35,,908.01,1026.42,14.58
2017,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,39.47,36.49,26.3,13.59,,1082.96,1122.43,12.97
2018,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,24.92,20.24,69.27,13.67,,1150.56,1175.48,25.39
2019,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,48.05,42.29,38.39,19.95,,1152.14,1200.19,-12.27
2020,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,55.85,42.93,32.94,17.15,,1124.33,1183.21,20.7
2021,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,62.52,47.81,31.74,16.39,,1091.7,1154.22,23.36
2022,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,98.01,81.64,30.98,14.47,,1006.49,1121.34,-1.76
2023,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,107.28,29.62,61.48,49.44,,1017.84,1142.23,0.06
2024,GERHSP.CO,German High Street Properties A/S,Real Estate Operations,Real Estate,63.0,42.24,21.45,7.6,,1071.97,1149.84,5.54
