Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2009,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1071.87,92.98,879.21,66.44,62.29,290.32,2363.66,356.11
2010,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1363.98,198.72,1545.55,697.32,109.52,267.85,2970.0,302.03
2011,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1722.82,293.18,1197.39,227.52,83.83,301.11,4603.62,437.26
2012,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1720.45,344.09,2616.53,1697.18,78.83,285.93,4616.13,523.71
2013,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,1916.17,416.24,2748.72,1719.13,59.01,322.35,5153.48,503.87
2014,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,2220.85,513.76,1271.93,264.55,62.3,369.98,7126.46,538.29
2015,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,2662.46,485.61,2742.0,1403.44,113.03,436.42,8433.21,906.39
2016,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,2588.91,277.86,3463.26,2077.77,145.09,440.02,9603.62,1064.44
2017,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,3226.08,305.2,4590.96,2809.81,198.13,550.36,12199.88,1284.03
2018,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,3831.23,395.22,3859.52,1719.46,184.44,596.25,13489.31,1435.61
2019,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,4392.01,683.56,5575.34,3446.85,196.91,1409.31,16482.24,1851.86
2020,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,5167.75,1221.71,5336.91,2613.64,229.72,1570.48,19069.19,2878.03
2021,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,6826.77,1470.19,7549.69,3466.48,321.51,1999.22,24236.16,2944.48
2022,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,8241.72,1602.97,9006.97,4977.41,469.69,2225.15,28022.41,2915.99
2023,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,9323.65,1601.76,10592.17,6048.65,511.44,2741.42,34522.97,4436.94
2024,LIFCOb.ST,Lifco AB (publ),Consumer Goods Conglomerates,Consumer Discretionary,10280.96,1559.62,11740.85,6687.76,529.47,3120.27,39981.61,4561.23
