Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,869.63,142.55,563.92,,25.1,157.79,1195.07,178.28
2006,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,859.81,92.54,597.32,,33.65,151.43,1199.7,225.67
2007,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1023.62,63.65,776.0,,35.75,155.2,1507.53,183.45
2008,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1111.16,66.88,823.94,,56.59,154.33,1721.86,277.51
2009,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1090.58,68.57,761.61,,42.45,138.77,1730.56,260.48
2010,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,906.51,41.24,557.6,,26.4,116.3,1486.37,240.8
2011,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1173.96,43.77,865.8,,22.76,141.91,2021.38,256.93
2012,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1336.38,43.11,1120.84,248.13,36.21,134.5,2355.48,355.88
2013,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1514.21,64.51,1354.72,,29.57,148.73,2743.49,292.83
2014,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1771.63,63.83,1512.59,,,173.0,3205.58,440.26
2015,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,1950.05,77.52,1642.78,,37.36,184.92,3598.43,509.91
2016,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2149.34,142.48,1840.98,,23.41,170.97,3872.27,463.84
2017,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2305.9,170.59,2107.51,,43.13,182.1,4327.16,530.74
2018,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,2650.5,180.65,2272.26,,57.39,194.76,5192.79,524.71
2019,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,3503.55,273.64,2950.7,,80.7,250.45,6534.96,486.72
2020,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,4491.57,382.19,2798.54,188.46,167.41,326.39,8955.76,1052.25
2021,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,4155.0,411.39,3493.85,800.24,147.9,319.31,9604.9,1550.92
2022,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,5554.41,408.84,4873.33,1271.4199999999998,114.14,349.9,11626.19,1104.77
2023,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,7762.11,610.89,5254.04,322.59000000000003,165.32,460.69,15394.19,1830.97
2024,ADDTb.ST,Addtech AB,Diversified Industrial Goods Wholesale,Industrials,7912.71,810.36,5335.39,489.47,213.25,640.78,16915.05,2583.48
