Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2003,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,36325.72,56329.14,5596.739999999999,0.0,155.39999999999998,14233.41,462.61,-1.7525534124205056
2004,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,41133.18,61968.64,6357.27,0.0,226.66000000000005,15290.93,460.34,-1.740773283678078
2005,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,42569.17,63812.72,6300.08,0.0,0.0,14969.8,512.89,-1.778995122940523
2006,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,46206.66,68730.88,6922.17,761.39,522.97,17275.34,577.27,-1.636061617881083
2007,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,50755.87,74838.46,7077.000000000001,780.07,529.5899999999999,14790.64,645.89,-2.0023353694126858
2008,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,54193.58,77744.66,7545.58,1004.99,1322.3200000000002,16672.99,834.98,-1.7942679819533618
2009,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,46274.86,74109.56,6575.78,1001.59,483.92,14087.44,703.12,-2.291516345560952
2010,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,51252.84,74145.26,7213.139999999999,994.34,777.6700000000001,16429.07,832.08,-1.731570028648149
2011,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,57190.48,82299.86,8467.67,1279.13,974.25,18600.19,884.19,-1.7076329860123856
2012,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,55497.0,82712.24,8411.13,1381.09,1297.72,18267.69,965.6,-1.8479937649772875
2013,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,57397.48,86506.42,11324.81,1660.63,1294.22,18943.35,991.46,-2.0099183287927
2014,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,65196.32,97788.52,9521.1,1908.81,1590.98,22130.85,1260.43,-1.7867970457367024
2015,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,72661.13,109919.58,11723.759999999998,2267.88,611.91,25970.48,1535.31,-1.7205919190105063
2016,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,71279.21,107685.22,10675.820000000002,2205.47,428.13,24688.52,1563.78,-1.7257341261527561
2017,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,75470.95,113321.66,11053.67,2319.19,655.57,28054.12,1788.15,-1.5830149650143908
2018,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,80267.51,121420.6,11523.24,2426.39,560.94,32726.43,1869.75,-1.468684692934307
2019,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,80042.3,121108.02,11457.35,2504.2,696.08,33298.28,1738.43,-1.447480371301986
2020,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,76609.68,113295.36,11212.24,2574.06,295.79,35825.48,1465.01,-1.2233588241935143
2021,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,81912.39,117172.04,10999.22,2757.07,308.68,42522.39,1675.76,-0.99122881840077
2022,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,92100.37,137704.46,13400.84,3018.61,385.76,48877.08,1991.72,-1.1081857641619222
2023,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,103390.32,154349.48,14639.52,3287.4,938.55,53099.79,2227.97,-1.143184361701974
2024,SKFb.ST,SKF AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,100400.03,145123.5,15264.12,3382.53,829.87,61324.88,2385.18,-0.901504880077024
