Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,69.97,12.11,64.57,0.0,0.0,51.25,0.0,-0.13092682926829255
2005,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,70.04,14.58,71.62,0.0,0.0,127.76,0.0,-0.1264871634314339
2006,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,72.97,15.21,102.52,0.0,0.0,105.71,0.0,-0.42342257118531834
2007,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,45.43,3.44,83.83000000000001,0.0,0.0,204.04,0.0,-0.2050578317976868
2008,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,51.7,4.86,138.34,0.0,0.02,159.27,0.0,-0.5746217115589878
2009,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,24.08,1.7,58.13,0.0,0.11,61.15,0.0,-0.5864268192968112
2010,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,25.91,1.69,54.290000000000006,0.0,0.0,34.54,0.0,-0.8705848291835555
2011,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,23.03,1.88,38.91,0.0,0.52,44.16,0.0,-0.41394927536231874
2012,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,21.48,3.42,42.05,0.0,0.69,20.73,0.0,-1.1905451037144232
2013,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,22.11,4.789999999999999,41.74,0.0,0.0,41.68,0.0,-0.5858925143953935
2014,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,33.03,22.97,43.75,0.0,0.0,98.43,0.0,-0.34227369704358424
2015,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,53.28,30.47,52.8,0.0,0.0,86.26,0.0,-0.347669835381405
2016,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,71.9,53.28,64.09,0.0,0.0,67.51,0.0,-0.6735298474300103
2017,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,66.69,21.93,65.11,0.0,0.0,44.1,0.0,-0.4614512471655329
2018,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,66.77,19.37,63.11,0.0,0.01,51.6,0.0,-0.3046511627906978
2019,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,45.19,1.25,45.760000000000005,0.0,0.0,45.14,0.0,-0.04031900753212245
2020,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,93.45,2.03,52.11000000000001,0.0,0.0,194.37,0.0,0.20224314451818692
2021,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,127.97,6.88,66.78,0.0,0.0,244.84,0.0,0.22181833033818005
2022,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,136.97,5.38,96.42,0.0,0.0,284.74,0.0,0.12351619020861136
2023,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,118.94,11.72,94.14,0.0,0.0099999999999999,309.3,0.0,0.04225670869705787
2024,AZT.OL,Arcticzymes Technologies ASA,Pharmaceuticals,Health Care,104.35,8.95,101.44,0.0,0.0,324.25,0.0,-0.018627602158828083
