Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,3582.38,0.0,1311.2800000000002,0.0,33.95,8518.2,31.05,0.26167792496417813
2005,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,7600.87,0.0,3157.8100000000004,0.0,119.2,9305.07,506.1,0.4407078870308026
2006,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,14058.39,0.0,6797.74,0.0,346.33,9901.93,854.98,0.6427793855298594
2007,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,18356.85,0.0,9491.75,0.0,596.32,10012.09,1652.56,0.7088751055539599
2008,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,22953.22,0.0,12157.44,0.0,921.17,14072.0,1302.72,0.6422627534029889
2009,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,21691.01,0.0,11452.87,0.0,710.25,12381.02,1213.67,0.7008537892368268
2010,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,23475.24,0.0,12629.08,0.0,603.82,13093.8,1192.16,0.7169514684347431
2011,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,25624.99,0.0,13647.26,0.0,673.68,11851.16,865.1,0.8889445481611733
2012,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,23290.26,0.0,12061.95,0.0,615.34,10574.55,674.55,0.9434505871580836
2013,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,23541.3,10063.99,11635.27,0.0,1674.1799999999998,12964.41,2240.22,0.011040058192800432
2014,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,25810.3,12001.27,11812.04,0.0,1659.87,13444.9,2858.25,0.020678212492677678
2015,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,23405.45,11850.92,10243.71,0.0,1019.21,13481.83,2531.64,0.01821029420856326
2016,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,24772.79,13447.89,10159.31,0.0,1104.7,10699.88,1899.48,0.004832785157341478
2017,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,22329.09,11739.26,9262.23,0.0,826.0,9666.24,1887.22,0.04341556555352253
2018,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,21655.83,12253.69,8537.78,0.0,704.22,8490.95,1882.43,0.01543759121906269
2019,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,19808.41,12479.13,6013.43,0.0,889.63,8718.39,1800.31,0.04052021637654847
2020,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,21432.74,12923.51,6149.08,0.0,1033.71,9779.98,1999.64,0.11260465108382117
2021,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,22600.77,13477.68,6709.780000000001,0.0,737.62,11632.89,1351.32,0.12905598415305974
2022,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,28385.57,17281.23,8573.16,0.0,562.49,11567.21,1410.96,0.15169241888494298
2023,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,33588.59,19014.76,11598.95,0.0,1079.87,12397.3,2151.46,0.13025233765626745
2024,RATOb.ST,Ratos AB,Investment Banking & Investment Services,Financials,20397.92,9137.72,9137.73,0.0,1226.5,12614.73,2551.73,0.05907575004318736
