Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,60591.0,15924.0,23689.0,372.0,117.0,40122.0,3946.0,0.48182354542979033
2005,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,66566.0,16432.0,10165.0,401.0,562.0,46399.0,7134.0,0.7436160872732707
2006,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,91077.0,22605.0,35576.0,495.0,2555.0,0.0,4735.0,6.512354804646251
2007,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,92473.0,25965.0,37600.0,505.0,2650.0,0.0,5858.0,4.5686241037896895
2008,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,96167.0,25312.0,40460.0,554.0,3006.0,0.0,7621.0,3.6665791890827975
2009,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,90748.0,24510.0,33540.0,441.0,322.0,0.0,9089.0,3.610628231928705
2010,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,94843.0,26239.0,39384.0,0.0,1602.0,0.0,8351.0,3.3071488444497663
2011,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,98516.0,27541.0,38237.0,387.0,41.0,83069.0,2910.0,0.38479163516672676
2012,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,101718.0,29187.0,11794.0,204.0,2385.0,73355.0,3057.0,0.7663194262681254
2013,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,99138.0,26575.0,38042.0,342.0,2014.0,73365.0,3672.0,0.42640549346417955
2014,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,111443.0,30830.0,42175.0,530.0,1803.0,63755.0,4750.0,0.5425151448799358
2015,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,128175.0,35147.0,48923.0,511.0,2309.0,58467.0,4660.0,0.6701886672897492
2016,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,125395.0,32547.0,46882.0,0.0,4458.0,50879.0,4517.0,0.7492959780489566
2017,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,112069.0,26928.0,40769.0,512.0,2600.0,57496.0,4839.0,0.6783348038822491
2018,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,105923.0,23939.0,37764.0,372.0,2130.0,49446.0,5009.0,0.7797631071526949
2019,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,113666.0,27912.0,35018.0,280.0,7274.0,38054.0,5286.0,1.0092754960775265
2020,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,115839.0,29037.0,34454.0,0.0,5862.0,38324.0,5594.0,1.0584726080422606
2021,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,97153.0,25591.0,28905.0,187.0,3917.0,26294.0,5206.0,1.2357777777777779
2022,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,76877.0,17819.0,25229.0,177.0,3010.0,60139.0,4237.0,0.48148378277618986
2023,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,80452.0,19056.0,26832.0,143.0,5925.0,64483.0,5951.0,0.40863787375415284
2024,TEL.OL,Telenor ASA,Telecommunications Services,Communication Services,79928.0,17731.0,27217.0,149.0,7102.0,75855.0,5917.0,0.342745683118916
