Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2010,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,600.87,253.62,299.29,0.0,7.31,186.08,6.32,0.21127858627858614,0.0,18.23
2011,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,894.81,418.21,385.3,0.0,16.42,211.07,11.93,0.3357847533632285,0.0,19.11
2012,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,897.81,434.5,410.92999999999995,0.0,14.85,236.93,20.29,0.14590622813156048,0.0,24.65
2013,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,1362.26,495.41,751.34,0.0,49.06,99.94,44.59,0.4597661385179539,0.0,35.5
2014,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,1520.76,502.74,877.2299999999999,0.0,67.59,120.74,70.42,0.38292529817953586,0.0,86.27
2015,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,2091.57,892.14,1011.51,0.0,44.97,1014.98,84.83,0.1299769960265867,0.0,57.53
2016,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,3148.64,1498.46,1356.9699999999998,0.0,51.35,2124.04,16.79,0.11297487423102257,0.0,82.88
2017,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,4218.21,2157.57,1731.21,0.0,39.8,2353.22,13.01,0.12240145717026656,0.0,110.0
2018,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,5697.47,3160.58,2147.33,0.0,58.06,2498.2,6.83,0.13233374450605398,0.0,111.44
2019,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,5525.81,3417.1,1771.83,0.0,80.03,2204.45,8.44,0.11606993569495122,0.0,300.58
2020,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,5036.56,3146.18,1460.5,0.0,70.61000000000001,3361.28,16.71,0.1063561467026251,0.0,177.06
2021,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,6322.92,3905.6,1769.9,0.0,67.14,1823.85,17.54,0.31513150391823574,0.0,204.45
2022,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,7364.57,4624.35,2081.77,0.0,80.76,1994.54,16.0,0.2873307668586546,0.0,234.69
2023,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,7759.18,4767.37,2267.24,0.0,148.29000000000002,2211.86,9.06,0.2594780541397262,0.0,264.74
2024,VOLO.ST,Volati AB,Consumer Goods Conglomerates,Other,7999.7,4848.03,2505.88,0.0,176.95000000000002,2266.95,10.28,0.20588170716177107,0.0,287.81
