Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,158.76,0.0,146.0,0.0,0.15,51.67,0.0,0.24404877104702905,0.0,4.140000000000001
2005,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,171.28,0.0,167.85,0.0,0.15,56.63,0.0,0.05791983047854506,0.0,6.28
2006,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,242.24,0.0,233.16000000000005,0.0,0.0,84.18,0.0,0.10786410073651645,0.0,8.0
2007,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,408.16,0.0,396.05999999999995,0.0,1.82,106.74,0.0,0.0963087877084512,0.0,15.530000000000001
2008,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,526.61,0.0,469.16,0.0,1.97,161.17,0.0,0.3442327976670596,0.0,10.93
2009,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,422.39,0.0,439.67,0.0,0.74,123.38,0.0,-0.14605284486950906,0.0,10.79
2010,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,436.2,0.0,424.05,0.0,0.75,134.6,0.57,0.0843382407338905,0.0,11.01
2011,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,531.32,0.0,491.1,0.0,0.95,158.05,2.34,0.24484070079182008,0.0,8.8
2012,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,554.85,0.0,554.09,0.0,1.4,137.79,2.21,-0.004571428571428636,0.0,13.07
2013,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,620.75,0.0,637.3199999999999,0.0,2.34,130.44,2.64,-0.142094980462879,0.0,22.560000000000002
2014,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,667.13,0.0,652.37,0.0,1.77,144.78,3.23,0.08776434024728054,0.0,11.95
2015,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,670.66,0.0,688.88,0.0,0.83,149.01,1.52,-0.1265528466086496,0.0,23.79
2016,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,683.99,0.0,692.62,0.0,1.53,129.68,2.51,-0.07685906649519628,0.0,10.36
2017,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,711.59,0.0,697.33,0.0,1.7,147.34,2.29,0.08394038628617251,0.0,9.33
2018,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,721.99,0.0,714.3000000000001,0.0,1.85,150.0,2.82,0.03821489333856787,0.0,6.380000000000001
2019,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,741.14,0.0,698.08,0.0,2.25,175.16,1.65,0.2308127368361515,0.0,26.240000000000002
2020,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,789.77,0.0,722.7099999999999,0.0,1.86,239.94,1.07,0.27052819385087784,0.0,27.29
2021,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,1189.5,0.0,1065.65,0.0,3.93,457.37,2.03,0.2610361340879406,0.0,35.699999999999996
2022,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,1258.0,0.0,1107.2,0.0,2.77,515.4,18.04,0.2775007498500299,0.0,32.03
2023,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,1475.64,0.0,1314.07,0.0,4.21,608.61,35.37,0.24435541476443393,0.0,42.08
2024,PREVb.ST,Prevas AB,Software & IT Services,Information Technology,1613.59,0.0,1489.41,0.0,12.19,664.67,58.14,0.1549369820561418,0.0,52.760000000000005
