Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,353.66,270.66,60.58,0.0,7.3,215.38,0.0,0.07020150431794968,0.0,0.0
2005,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,453.25,351.95,66.23,0.0,6.53,233.46,0.0,0.12224792255632659,0.0,0.0
2006,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,757.91,603.89,82.67,0.0,0.0,302.4,0.0,0.23594576719576715,0.0,0.0
2007,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1180.0,950.76,125.57,0.0,21.92,324.5,0.0,0.2519260400616333,0.0,0.0
2008,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1199.33,989.86,135.79,0.0,28.36,368.47,0.0,0.12299508779547838,0.0,0.0
2009,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,681.05,576.83,96.43,0.0,17.38,315.89,0.0,-0.03035866915698532,0.0,0.0
2010,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,988.46,816.3,116.73,0.0,0.0,387.01,0.0,0.14322627322291434,0.0,0.0
2011,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1003.69,797.32,49.45,0.0,13.15,432.91,0.0,0.3321013605599316,0.0,0.0
2012,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1006.81,802.77,136.26000000000002,0.0,11.05,461.67,0.0,0.12287997920592619,0.0,0.0
2013,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,892.25,698.07,124.39,0.0,15.68,609.22,0.0,0.08881848921571837,0.0,0.0
2014,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,912.87,724.43,129.77,0.0,12.15,340.75,0.0,0.1365223771093178,0.0,0.0
2015,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1006.4,773.51,154.17,0.0,12.11,435.89,0.0,0.15281378329395032,0.0,0.0
2016,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1032.69,789.35,157.5,0.0,11.64,390.4,0.0,0.19006147540983614,0.0,0.0
2017,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1610.55,1219.45,186.44000000000003,0.0,15.92,541.66,0.0,0.34844736550603683,0.0,0.0
2018,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1914.08,1483.84,226.64,0.0,17.32,669.15,0.0,0.2783830232384369,0.0,0.0
2019,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1980.3,1542.81,237.06,0.0,21.66,750.02,0.0,0.2383536439028293,0.0,0.0
2020,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2292.02,1749.18,282.26,0.0,18.75,1097.42,0.0,0.220362304313754,0.0,0.0
2021,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3158.33,2380.74,349.81,0.0,21.96,1306.45,0.0,0.31062803781239245,0.0,0.0
2022,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3333.78,2625.61,407.97,0.0,31.9,1440.36,0.0,0.18627287622538816,0.0,0.0
2023,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3415.25,2665.97,497.84,0.0,68.83,1661.68,0.0,0.10989480525733007,0.0,0.0
2024,XANOb.ST,XANO Industri AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3371.07,2725.84,560.4300000000001,0.0,83.16,1767.91,0.0,0.000927649031907709,0.0,0.0
