Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
1996,ROCKb.CO,Rockwool A/S,Construction Materials,Other,6367.41,2888.4300000000003,3174.01,0.0,97.53,3112.89,0.0,0.06663903960628206,0.0,572.94
1997,ROCKb.CO,Rockwool A/S,Construction Materials,Other,6705.91,3062.83,3299.65,0.0,87.76,3409.06,0.0,0.07499721330806729,0.0,568.89
2000,ROCKb.CO,Rockwool A/S,Construction Materials,Other,8295.14,7193.11,847.53,0.0,0.0,4340.27,25.26,0.05829761792955259,0.0,847.53
2001,ROCKb.CO,Rockwool A/S,Construction Materials,Other,8552.17,4178.049999999999,4188.530000000001,0.0,190.55,4359.1,36.34,-0.0011284422037383891,0.0,732.1
2002,ROCKb.CO,Rockwool A/S,Construction Materials,Other,8004.15,3923.29,3947.95,0.0,173.24,3958.79,83.0,-0.00997825221003569,0.0,687.49
2003,ROCKb.CO,Rockwool A/S,Construction Materials,Other,8852.1,4423.2,4140.8,0.0,196.42,4608.85,53.52,0.01966381904482063,0.0,647.22
2004,ROCKb.CO,Rockwool A/S,Construction Materials,Other,10285.97,9044.54,733.38,0.0,0.0,4954.85,33.69,0.10184342513039857,0.0,733.38
2005,ROCKb.CO,Rockwool A/S,Construction Materials,Other,10778.64,5612.700000000001,4471.43,0.0,89.89,5418.32,16.49,0.11124951930242244,0.0,661.39
2006,ROCKb.CO,Rockwool A/S,Construction Materials,Other,12446.34,6109.52,5002.53,203.04,78.54,6547.33,111.02,0.2190918170417596,0.0,773.95
2007,ROCKb.CO,Rockwool A/S,Construction Materials,Other,14959.46,6714.120000000001,5534.42,270.72,49.05,8074.38,200.02,0.3544172387121723,0.0,737.1
2008,ROCKb.CO,Rockwool A/S,Construction Materials,Other,15137.46,0.0,13477.869999999999,0.0,0.0,10069.66,320.96,0.15972001670737648,0.0,962.39
2009,ROCKb.CO,Rockwool A/S,Construction Materials,Other,13094.16,0.0,12665.03,0.0,0.0,8872.88,299.89,0.046783032824326706,0.0,1117.36
2010,ROCKb.CO,Rockwool A/S,Construction Materials,Other,12612.75,6508.49,5439.87,225.77,33.33,8949.78,221.58,0.09342453027686196,0.0,1063.25
2011,ROCKb.CO,Rockwool A/S,Construction Materials,Other,14383.55,7861.360000000001,5741.700000000001,222.85,0.0,8973.75,12.49,0.11165292714194128,0.0,959.39
2012,ROCKb.CO,Rockwool A/S,Construction Materials,Other,14728.02,7650.25,6121.610000000001,226.99,67.29,9257.23,23.63,0.12023239225675204,0.0,1103.8
2013,ROCKb.CO,Rockwool A/S,Construction Materials,Other,15639.06,7930.41,6433.5,231.92,43.73,10677.77,26.68,0.13670389417485249,0.0,1126.78
2014,ROCKb.CO,Rockwool A/S,Construction Materials,Other,18220.72,9260.78,7637.09,269.92,95.27,11745.14,33.44,0.1271375666676289,0.0,1225.91
2015,ROCKb.CO,Rockwool A/S,Construction Materials,Other,19748.92,9859.7,8796.17,286.23,76.03,13098.28,24.96,0.09930855489955202,0.0,1670.86
2016,ROCKb.CO,Rockwool A/S,Construction Materials,Other,20450.68,9723.78,8714.16,287.93,50.16,13911.64,34.5,0.16137153362866,0.0,1484.25
2017,ROCKb.CO,Rockwool A/S,Construction Materials,Other,22149.02,10692.43,9126.83,297.63,53.18,16512.25,71.87,0.15522138045310813,0.0,1477.91
2018,ROCKb.CO,Rockwool A/S,Construction Materials,Other,25645.48,12424.28,9975.910000000002,364.86,48.01,18557.08,39.63,0.19154678435056507,0.0,1517.03
2019,ROCKb.CO,Rockwool A/S,Construction Materials,Other,27142.39,12896.82,10721.1,403.64,88.6,20803.02,39.36,0.18421648583319172,0.0,1713.01
2020,ROCKb.CO,Rockwool A/S,Construction Materials,Other,27901.81,12953.65,11355.88,439.65,128.68,21874.27,41.9,0.1780990930440858,0.0,1940.9
2021,ROCKb.CO,Rockwool A/S,Construction Materials,Other,31379.27,15791.26,11574.15,457.28,101.61,23967.49,0.0,0.18231070504253893,0.0,2042.5
2022,ROCKb.CO,Rockwool A/S,Construction Materials,Other,39436.34,22206.28,13323.77,555.16,111.03,27049.41,0.0,0.16083234347810163,0.0,2382.13
2023,ROCKb.CO,Rockwool A/S,Construction Materials,Other,41294.81,19837.48,15616.74,730.07,250.96,31362.85,0.0,0.2015027333294008,0.0,2874.67
2024,ROCKb.CO,Rockwool A/S,Construction Materials,Other,44793.58,20415.65,16616.04,778.51,197.53,36301.05,11.77,0.22974998912229894,0.0,2974.62
