Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2004,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,28.48,0.0,19.74,0.0,0.29,0.01,0.0,845.0000000000002,0.0,0.0
2005,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,37.93,0.0,27.39,0.0,0.3,12.33,0.0,0.8304947283049472,0.0,0.0
2006,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,46.27,0.0,43.75,0.0,0.0,10.55,0.0,0.23886255924170643,0.0,0.0
2007,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,66.95,0.0,53.75,0.0,0.0,30.19,0.0,0.4372308711493873,0.0,0.0
2008,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,90.47,0.0,71.15,0.0,0.71,35.5,0.0,0.5242253521126758,0.0,0.0
2009,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,73.63,0.0,61.2,0.0,0.04,32.17,0.0,0.385141436120609,0.0,0.0
2010,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,107.82,0.0,85.25,0.0,0.01,41.93,0.0,0.5380395897925111,0.0,0.0
2011,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,191.61,0.0,144.36,0.0,0.33,50.47,0.0,0.9296611848622944,0.0,0.0
2012,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,388.11,0.0,320.29,0.0,1.6,85.24,0.0,0.7768653214453308,0.0,6.92
2013,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,422.99,0.0,368.66,0.0,0.73,87.08,0.0,0.6155259531465318,0.0,7.42
2014,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,498.05,0.0,437.86,0.0,0.1,95.06,0.0,0.6321270776351777,0.0,16.55
2015,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,597.76,0.0,509.63,0.0,0.14,112.48,0.0,0.7822724039829302,0.0,4.23
2016,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,693.62,0.0,586.52,0.0,0.39,113.47,0.0,0.9404247818806735,0.0,8.25
2017,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,790.66,0.0,678.1700000000001,0.0,0.6,122.8,0.0,0.9111563517915302,0.0,11.58
2018,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,870.69,0.0,737.58,0.0,0.66,125.95,0.0,1.051607780865423,0.0,12.52
2019,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,867.62,0.0,787.1000000000001,0.0,1.73,96.13,0.0,0.8196192655778619,0.0,35.2
2020,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,839.44,0.0,759.5699999999999,0.0,1.7600000000000002,104.68,0.0,0.746178830722202,0.0,42.65
2021,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,746.23,0.0,655.46,0.0,3.67,138.07,0.0,0.6308394292750054,0.0,22.72
2022,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,865.07,0.0,771.13,0.0,3.29,124.87,0.0,0.725954993192921,0.0,36.55
2023,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,799.31,0.0,754.02,0.0,2.61,87.46,0.0,0.48799451177681186,0.0,26.24
2024,WISE.ST,Wise Group AB,Professional & Commercial Services,Industrials,641.35,0.0,606.3100000000001,0.0,2.63,70.43,0.0,0.4601732216385057,0.0,25.12
