Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2005,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,2495.66,1941.81,537.23,12.47,18.3,0.0,0.0,,0.0,60.71
2006,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,9556.16,7014.400000000001,2219.8,0.0,88.76,2082.37,29.14,0.11044229011465688,0.0,249.74
2007,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,11291.99,8345.91,2328.9399999999996,0.0,176.82,2025.97,28.59,0.21431352698387993,0.0,276.49
2008,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,15038.14,12414.04,2476.99,0.0,243.76,2083.46,35.57,-0.04561049159285202,0.0,302.78
2009,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,13153.2,9482.61,2456.66,0.0,134.97,2368.27,17.8,0.45219126010552924,0.0,331.67
2010,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,12474.56,9465.51,2251.5299999999997,0.0,49.55,2745.26,20.82,0.2559470441925033,0.0,298.97
2011,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,14510.95,11530.34,1888.9,0.0,81.19,3077.76,15.62,0.32667179589963097,0.0,0.0
2012,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,14533.64,11505.9,2282.62,0.0,87.66,3263.19,20.54,0.20021743566005729,0.0,298.22
2013,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,14924.95,11545.02,2527.0499999999997,0.0,73.1,4080.83,32.04,0.18959510025845713,0.0,309.56
2014,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,16363.61,12356.76,3046.02,0.0,110.23,5516.18,43.13,0.1530045994916636,0.0,349.98
2015,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,19231.1,14349.22,3720.21,0.0,112.82,6904.18,55.47,0.15070441760720713,0.0,412.08
2016,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,21659.0,16066.76,4113.42,0.0,175.76999999999998,7133.25,51.21,0.18137062493214517,0.0,455.63
2017,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,25599.2,19576.08,4418.57,0.0,130.72,7668.95,70.05,0.19044191756040824,0.0,475.46
2018,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,25839.03,19406.43,4769.43,0.0,143.28,8692.96,85.88,0.1731310742649369,0.0,516.93
2019,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,26530.94,19303.1,5414.129999999999,0.0,145.17000000000002,9692.62,78.76,0.17075786634027135,0.0,639.31
2020,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,28589.95,21055.07,5689.540000000001,0.0,138.17,10127.7,40.72,0.16788940661381022,0.0,772.73
2021,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,35530.25,27758.13,5842.87,0.0,121.26,11479.93,46.77,0.15685235149695914,0.0,960.11
2022,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,47911.04,38633.83,7007.320000000001,0.0,241.34,14152.86,44.24,0.14288481450437052,0.0,759.17
2023,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,45810.59,34134.009999999995,7803.96,0.0,316.5,17232.79,56.38,0.20568483044588035,0.0,872.86
2024,AAK.ST,AAK AB (publ),Food & Tobacco,Consumer Staples,45817.77,32600.87,8416.67,0.0,288.83000000000004,20651.36,63.74,0.21778316300669548,0.0,876.65
