Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2009,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,2.7,1.53,0.0,0.0,0.16,-0.72,0.0,-1.4027777777777781,0.0,0.0
2010,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,111.96,51.09,16.33,0.0,62.94,154.99,0.0,-0.11871733660236147,0.0,2.58
2011,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,153.36,61.82,19.91,0.0,61.59,325.3,0.0,0.030863818014140856,0.0,0.95
2012,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,162.19,52.28,14.7,0.0,48.24,483.29,0.0,0.09718802375385377,0.0,0.19
2013,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,195.21,61.76,14.2,0.0,47.56,713.23,0.0,0.10051456052044924,0.0,0.0
2014,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,257.48,77.7,15.78,0.0,66.46,1049.05,0.0,0.09297936228015828,0.0,0.0
2015,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,339.81,98.17,19.49,0.0,95.29,1514.38,0.0,0.08377025581426059,0.0,0.0
2016,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,463.22,133.04,24.96,0.0,146.57,2240.85,0.0,0.07079902715487431,0.0,0.0
2017,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,553.65,174.55,26.97,0.0,156.75,2749.84,124.11,0.0679830894761565,0.0,0.0
2018,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,625.87,190.3,28.54,0.0,196.49,3129.05,0.0,0.06728559786516673,0.0,0.0
2019,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,707.73,138.2,88.26,0.0,240.82,3341.39,0.0,0.07196107009358381,0.0,1.01
2020,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,677.97,152.29,82.66,0.0,259.67,3149.98,0.0,0.05820671877281763,0.0,1.32
2021,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,746.54,143.0,88.72,0.0,238.03,3603.32,0.0,0.07681527036177746,0.0,1.02
2022,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,866.85,165.24,108.44999999999999,0.0,248.54,3739.26,0.07,0.09216089513362022,0.0,1.49
2023,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,1056.08,200.3,137.21,0.0,325.71,4310.53,0.0,0.09113960464258455,0.0,2.68
2024,HEIMAR.IC,Heimar hf,Real Estate Operations,Real Estate,1156.55,213.9,163.38,0.0,377.67,5281.81,0.0,0.0760345411894786,0.0,4.44
