Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA
2008,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,19.87,0.0,54.959999999999994,0.0,0.36,1467.48,0.0,-0.024157058358546615,0.0,0.66
2009,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,24.95,0.0,60.82,0.0,0.02,1616.89,0.0,-0.022196933619479373,0.0,1.2
2010,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,11.67,0.0,112.00999999999999,0.0,0.02,1460.92,0.0,-0.06869643786107384,0.0,23.03
2011,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,9.05,0.0,144.54000000000002,55.03,0.03,1630.33,0.0,-0.049370372869296415,0.0,2.96
2012,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,8.55,0.0,152.09,54.59,0.05,1810.94,0.0,-0.04914574751234166,0.0,4.44
2013,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,4.47,0.0,57.49,0.0,0.04,1844.95,0.0,-0.028759586980676984,0.0,0.1
2014,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,4.62,0.0,63.0,0.0,0.0,1204.66,0.0,-0.04846180665083924,0.0,0.19
2015,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.81,0.0,44.690000000000005,0.0,38.3,259.42,0.0,-0.3090740883509367,0.0,0.2
2016,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,5.26,0.0,32.27,0.0,44.42,28.27,0.0,-2.526706756278741,0.0,0.1
2017,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.39,0.0,35.35,0.0,42.12,267.29,0.0,-0.2808934116502675,0.0,0.0
2018,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.88,0.0,27.17,0.0,93.62,288.86,0.0,-0.4081908190819082,0.0,0.0
2019,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,3.15,0.0,39.42,0.0,30.14,944.91,0.0,-0.07028182578234964,0.0,0.66
2020,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.71,0.0,33.54,0.0,5.82,835.64,0.0,-0.043858599396869466,0.0,0.71
2021,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.17,0.0,30.850000000000005,0.0,6.3,946.11,0.0,-0.03697244506452738,0.0,0.69
2022,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.19,0.0,32.379999999999995,0.0,0.8,1168.52,0.0,-0.026520727073563136,0.0,0.66
2023,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,2.0,0.0,29.45,0.0,0.0,1255.26,0.0,-0.0218679795420869,0.0,0.79
2024,KDV.ST,Kdventures AB,Healthcare Equipment & Supplies,Health Care,1.87,0.0,33.78,0.0,0.11,1273.53,0.0,-0.02514271355994755,0.0,1.01
