Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,770.76,80.68,528.27,280.73,22.01,286.4,1536.94,231.01
2005,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,862.0,216.0,634.0,233.0,21.0,416.0,1830.0,297.0
2006,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,1051.0,207.0,643.0,145.0,11.0,459.0,2075.0,180.0
2007,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2703.0,340.0,2171.0,947.0,0.0,1319.0,6185.0,243.9
2008,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2534.8,449.49,1749.41,675.6800000000001,29.12,1403.8,7276.25,635.78
2009,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2513.03,884.95,1220.85,187.44,29.86,1166.94,6329.84,197.23
2010,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2761.57,820.84,1622.99,315.41,8.57,1027.22,6097.88,351.33
2011,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2820.8,639.05,1914.83,618.16,33.27,1025.89,6142.17,321.04
2012,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2389.11,552.69,1529.62,343.5,13.21,962.25,5467.44,589.68
2013,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2524.78,476.11,1610.92,241.81,5.0,1017.25,5730.77,684.03
2014,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2736.07,483.58,1716.49,219.64000000000001,55.14,1159.69,6229.6,719.5
2015,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2922.25,383.04,1606.08,117.12,22.08,1375.68,6567.38,657.43
2016,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,2865.68,314.17,1786.97,164.35,53.57,1454.63,6279.8,657.6
2017,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,3574.77,388.88,2308.68,296.33000000000004,29.54,1670.72,7107.2,357.35
2018,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,4276.15,586.53,2494.75,178.34,39.63,1944.88,8126.28,414.78
2019,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,3890.97,247.98,2341.08,259.79999999999995,68.88,2284.0,9122.23,506.03
2020,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,4629.43,706.09,2652.57,163.43,19.9,2396.95,9407.61,794.59
2021,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,6534.49,513.59,3339.83,283.33000000000004,42.05,1408.62,9859.31,366.84
2022,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,5338.59,2232.1,2247.83,0.0,81.78,1400.7,8365.4,1033.6
2023,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,5110.44,1842.18,2371.23,0.0,46.98,1295.23,8070.01,245.26
2024,KOA.OL,Kongsberg Automotive ASA,Automobiles & Auto Parts,Consumer Discretionary,3924.28,991.95,1935.66,0.0,15.3,1380.26,7094.3,376.48
