Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1996,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2366.73,653.75,1146.46,0.0,81.48,502.29,3022.39,349.35
1997,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2130.82,643.09,956.34,0.0,70.68,514.82,2793.98,330.18
2005,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1453.27,136.27,750.39,14.34,54.69,314.05,2092.49,233.76
2006,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1741.49,232.2,1155.95,19.35,79.08,352.51,2569.34,248.66
2007,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2447.88,148.22,1683.21,50.05,154.33,435.69,3854.7,368.65
2008,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2969.08,193.77,1919.75,80.33000000000001,166.33,453.55,5021.64,308.34
2009,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2788.48,170.61,1853.0,13.870000000000001,173.87,444.88,4914.13,319.88
2010,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2480.31,172.39,1489.67,5.77,52.79,416.55,4530.88,302.44
2011,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2629.8,80.54,1489.11,0.0,0.0,413.2,4755.35,88.21
2012,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2793.47,73.29,1971.81,656.98,62.94,350.91,4827.35,97.76
2013,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2747.97,191.74,1320.67,2.69,33.15,225.79,4694.04,226.32
2014,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2753.19,49.03,1811.41,439.44,43.48,192.43,4712.62,193.02
2015,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2871.84,53.23,1622.24,210.13,75.65,105.53,4790.13,302.1
2016,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3068.31,63.1,1704.61,134.33,69.2,101.77,5129.11,482.43
2017,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,3176.13,60.38,1854.5,117.88,33.54,107.34,5338.27,391.07
2018,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1781.11,63.04,1134.72,288.85,16.94,82.8,3418.26,106.11
2019,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,1844.07,78.85,1161.36,246.74,24.12,91.83,3571.27,239.64
2020,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2266.84,94.76,1460.34,288.49,24.22,107.39,5008.53,209.13
2021,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2271.44,136.15,1511.36,264.46,45.06,99.91,4839.67,395.21
2022,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2436.19,170.27,1485.67,265.7,37.42,117.88,4953.78,221.74
2023,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2731.86,221.77,1461.7,246.98,39.31,141.13,5795.37,319.05
2024,BERGb.ST,Bergman & Beving AB,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,2641.29,300.59,1516.13,282.31,51.79,159.43,6155.91,638.09
