Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2008,FESTI.IC,Festi hf,Oil & Gas,Energy,747.03,190.4,583.13,2.21,0.0,214.97,1451.25,182.61
2009,FESTI.IC,Festi hf,Oil & Gas,Energy,616.68,83.39,517.31,20.3,0.0,182.32,1172.6,112.36
2010,FESTI.IC,Festi hf,Oil & Gas,Energy,548.17,88.08,1099.05,494.52,0.0,196.37,858.67,-95.19
2011,FESTI.IC,Festi hf,Oil & Gas,Energy,636.55,106.88,240.95,27.64,0.0,542.13,1284.16,61.85
2012,FESTI.IC,Festi hf,Oil & Gas,Energy,651.35,109.1,248.26,24.65,9.59,460.75,1208.17,118.26
2013,FESTI.IC,Festi hf,Oil & Gas,Energy,789.62,317.03,251.72,18.43,2.18,511.98,1411.42,219.87
2014,FESTI.IC,Festi hf,Oil & Gas,Energy,679.61,271.48,282.59,20.53,8.84,547.08,1336.54,213.9
2015,FESTI.IC,Festi hf,Oil & Gas,Energy,517.55,168.17,288.35,0.0,29.22,623.52,1277.73,260.47
2016,FESTI.IC,Festi hf,Oil & Gas,Energy,593.27,173.09,374.22,38.87,39.13,1204.66,1956.84,242.53
2017,FESTI.IC,Festi hf,Oil & Gas,Energy,676.49,222.2,345.99,0.0,35.26,1344.31,2194.7,184.64
2018,FESTI.IC,Festi hf,Oil & Gas,Energy,1184.45,317.71,1064.57,554.06,44.35,2413.87,5792.82,325.74
2019,FESTI.IC,Festi hf,Oil & Gas,Energy,1272.94,389.63,1070.94,249.48,0.0,2281.23,5896.13,399.32
2020,FESTI.IC,Festi hf,Oil & Gas,Energy,1082.44,172.24,985.34,233.45,0.0,2170.51,5602.42,305.47
2021,FESTI.IC,Festi hf,Oil & Gas,Energy,1303.9,271.91,996.77,93.88,0.0,2210.78,5840.23,561.99
2022,FESTI.IC,Festi hf,Oil & Gas,Energy,1519.17,146.36,1176.18,124.02,0.0,2412.58,6470.45,327.43
2023,FESTI.IC,Festi hf,Oil & Gas,Energy,1762.73,250.84,1457.07,134.81,39.11,2669.28,7164.48,721.61
2024,FESTI.IC,Festi hf,Oil & Gas,Energy,2172.77,333.62,1984.02,264.18,99.38,3374.14,9400.58,705.69
