Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,64.73,9.48,18.69,0.2,0.0,19.74,87.67,4.72
2005,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,68.8,16.29,25.02,0.0,0.0,20.07,89.71,7.47
2006,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,80.8,9.94,28.04,1.51,0.0,18.17,103.59,9.02
2007,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,83.17,12.38,32.39,1.09,0.0,18.91,104.89,8.32
2008,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,100.33,10.15,43.13,5.71,0.0,20.62,124.29,6.17
2009,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,78.13,24.43,31.92,0.69,0.0,15.37,100.61,9.75
2010,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,94.99,26.29,45.98,0.58,0.0,12.67,114.02,7.0
2011,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,103.01,25.2,49.29,3.91,0.0,11.83,117.55,6.87
2012,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,92.55,16.93,41.83,0.22,0.0,14.13,112.94,2.29
2013,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,100.76,30.73,47.23,0.47,0.0,19.55,127.67,21.98
2014,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,117.37,35.73,56.61,5.1,0.0,17.52,139.54,14.59
2015,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,130.27,41.32,50.86,0.72,0.0,16.34,151.89,10.7
2016,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,140.98,49.69,53.0,0.7,0.0,15.55,163.8,16.0
2017,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,175.8,42.3,78.11,9.96,0.0,17.86,209.09,8.35
2018,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,195.67,46.78,83.81,4.32,0.0,15.31,228.37,28.72
2019,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,207.44,64.66,75.32,5.19,0.0,28.91,254.21,32.48
2020,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,390.76,91.14,276.57,70.19,0.0,35.62,680.95,100.8
2021,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,472.54,27.03,361.41,94.11,0.0,63.07,975.12,20.32
2022,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,716.08,138.39,440.34,83.87,0.0,96.46,1272.79,41.38
2023,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,603.99,72.7,429.51,81.65,0.0,119.68,1337.73,132.33
2024,BOREO.HE,Boreo Oyj,"Machinery, Tools, Heavy Vehicles, Trains & Ships",Industrials,604.82,114.14,414.2,57.66,0.0,125.91,1361.44,139.44
