Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4449.27,539.58,9434.82,4080.21,193.59,4091.75,22189.51,2018.2
2005,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4602.18,627.57,11892.69,6283.68,299.41,4523.13,23729.48,2089.64
2006,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,5106.75,670.32,12893.95,6571.58,236.87,4707.03,25761.57,2090.61
2007,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,5551.65,698.51,10417.47,4204.57,66.6,3954.02,25309.87,1825.68
2008,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,6976.27,151.45,13667.12,6085.06,113.59,4955.03,31830.08,2061.35
2009,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4843.59,63.86,9853.89,3585.42,140.17,4015.87,25763.1,2110.24
2010,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4569.9,66.2,9396.03,3398.62,172.11,3343.32,24944.45,2191.22
2011,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4982.43,897.46,11562.5,4843.17,211.99,2658.33,33339.76,2133.49
2012,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4284.99,1084.09,8577.32,3200.16,181.29,2055.88,28049.14,1434.96
2013,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4347.48,1259.89,10095.77,2681.53,66.7,1242.38,27925.12,930.0
2014,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,4092.81,1051.22,9667.09,2624.89,242.24,853.27,27265.82,615.88
2015,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,3974.41,945.6,9849.63,3764.17,60.48,666.24,26545.03,225.41
2016,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,3113.57,394.08,11254.8,5359.98,79.9,524.83,23659.13,1468.46
2017,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,2734.98,202.81,7474.42,2124.59,127.99,440.08,15654.74,1317.43
2018,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,2365.95,186.26,8294.71,3488.48,131.77,370.55,15049.76,1352.84
2019,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,1510.53,160.4,7585.13,3921.47,82.66,767.57,19660.52,1604.72
2020,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,3154.38,1200.57,7348.0,2776.19,235.71,774.19,21458.37,1473.37
2021,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,2410.76,524.6,5059.8,750.86,253.29,571.66,19347.19,1843.33
2022,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,3169.39,429.85,5782.07,1049.48,135.25,515.83,22054.71,1661.43
2023,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,3055.75,737.09,8257.91,3371.17,6.71,450.76,22779.45,1690.58
2024,SANOMA.HE,Sanoma Oyj,Media & Publishing,Communication Services,2552.25,248.28,6170.59,1035.49,14.12,440.08,22111.28,2126.39
