Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2010,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1386.89,612.44,834.38,112.21,17.78,227.43,6489.51,303.1
2011,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1093.4,343.05,1019.91,377.54,5.15,210.79,5947.12,265.8
2012,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1065.68,400.48,863.85,170.48,0.0,211.42,5713.15,505.12
2013,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1283.3,539.33,1000.77,227.85,0.0,200.42,5799.67,390.9
2014,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1048.86,154.62,899.43,0.0,0.0,190.84,6060.56,377.09
2015,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1009.18,48.04,973.17,52.44,0.0,191.58,6177.75,479.03
2016,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1160.47,88.18,1125.9,0.0,0.0,219.25,6705.33,694.51
2017,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1093.78,41.0,1177.63,69.32,0.0,215.09,6489.08,594.2
2018,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1276.98,112.11,1184.72,0.0,0.0,228.38,6881.99,489.23
2019,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1466.49,208.46,1268.79,0.0,0.0,252.51,7176.09,610.56
2020,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1893.59,163.87,1708.35,35.2,0.0,1608.28,10127.9,599.93
2021,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1327.32,54.89,3132.32,1503.58,0.0,1210.12,8284.73,1364.85
2022,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1345.16,36.86,1705.83,206.42,0.0,945.67,7915.8,691.91
2023,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,1641.93,55.87,1974.58,168.08,0.0,1312.33,9561.11,945.06
2024,MATAS.CO,Matas A/S,Specialty Retailers,Consumer Discretionary,3443.53,205.05,3269.78,248.87,0.0,2710.99,13567.49,996.78
