Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,129.93,80.01,65.16,0.0,0.22,9.94,192.33,25.67
2005,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,150.87,86.61,80.59,0.0,0.02,10.71,214.84,41.29
2006,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,157.66,97.92,91.53,0.0,0.0,13.05,221.27,67.15
2007,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,143.76,75.24,93.85,0.0,0.0,12.71,195.88,53.35
2008,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,126.47,60.27,91.68,0.0,0.0,17.22,178.93,57.34
2009,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,126.35,71.66,87.94,0.0,0.0,14.19,171.96,51.51
2010,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,109.11,40.13,79.07,0.0,0.0,12.93,156.05,-3.65
2011,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,112.09,21.01,96.63,0.0,0.0,26.75,174.25,5.22
2012,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,117.43,28.82,93.03,0.0,0.0,26.6,177.36,22.5
2013,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,165.87,67.96,117.33,0.0,0.15,27.86,220.09,57.73
2014,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,158.27,67.19,136.97,0.0,0.01,26.92,206.87,45.85
2015,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,167.32,68.35,138.19,0.0,3.21,29.98,215.12,20.79
2016,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,163.38,71.09,134.47,0.0,8.12,27.24,209.1,48.43
2017,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,150.93,59.85,140.02,0.0,8.53,21.24,197.45,49.66
2018,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,144.81,55.28,141.81,0.0,9.54,23.48,194.87,56.81
2019,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,139.66,53.09,158.21,0.0,10.88,76.81,241.23,80.01
2020,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,141.62,54.4,164.41,0.0,12.73,15.4,224.43,99.18
2021,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,134.87,37.46,159.82,0.0,7.28,15.73,221.13,69.74
2022,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,155.14,41.93,162.61,0.0,12.11,12.79,233.77,76.03
2023,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,173.62,49.21,182.17,1.0,12.18,16.21,299.2,95.71
2024,ITERA.OL,Itera ASA,Professional & Commercial Services,Industrials,168.92,52.63,178.51,1.0,7.34,12.19,278.69,73.74
