Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2007,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,41.71,8.24,13.12,0.42,0.0,14.31,81.49,-13.88
2008,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,45.97,3.29,32.28,16.45,0.0,13.78,80.56,-24.21
2009,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,45.47,10.36,29.21,13.92,1.21,9.62,82.93,6.25
2010,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,47.37,0.78,34.45,15.36,0.35,8.5,91.19,-10.75
2011,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,78.18,5.55,57.1,14.32,0.0,13.02,147.94,-2.68
2012,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,73.7,1.37,63.95,21.66,0.0,25.77,148.44,16.33
2013,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,94.72,2.92,79.07,36.38,0.0,30.16,190.28,-1.99
2014,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,133.33,34.89,80.03,30.67,0.0,29.81,221.51,17.73
2015,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,158.24,31.92,87.18,27.52,0.0,34.54,248.87,21.23
2016,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,155.52,31.29,59.74,7.87,0.0,41.35,232.62,49.1
2017,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,191.32,63.74,70.55,7.5,0.0,39.53,261.97,86.67
2018,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,227.77,66.85,80.51,0.0,0.0,39.72,311.3,57.31
2019,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,245.01,103.14,76.7,0.0,19.88,42.38,340.18,101.06
2020,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,186.91,22.55,47.2,1.25,0.0,55.97,321.09,-11.05
2021,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,197.58,48.03,40.04,1.36,0.0,46.86,320.05,30.37
2022,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,236.92,56.57,56.95,1.51,6.87,40.66,354.95,58.15
2023,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,295.28,118.7,60.51,1.51,14.5,41.38,420.12,116.25
2024,CTTS.ST,CTT Systems AB,Aerospace & Defense,Industrials,279.54,70.63,60.45,1.64,1.85,39.79,404.25,67.43
