Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2015,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,123.96,119.13,23.89,0.0,1.17,2.67,137.22,-15.71
2016,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,663.33,656.74,609.84,0.0,6.56,4.14,671.39,662.95
2017,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1131.22,1111.08,499.18,0.0,3.31,7.1,1141.22,-131.04
2018,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1348.7,895.16,334.51,0.0,71.57,9.06,1359.41,-187.35
2019,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1073.05,1043.4,139.92,0.0,10.19,8.99,1109.57,304.45
2020,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1052.93,1044.14,113.53,0.0,0.0,18.92,1096.74,-94.51
2021,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,839.62,826.58,98.66,0.0,0.0,16.53,874.64,-140.77
2022,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,772.63,758.08,66.72,0.0,0.0,22.15,807.89,-30.06
2023,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1160.54,615.7,125.81,0.0,33.99,23.7,1194.1,308.23
2024,BIOAb.ST,BioArctic AB,Biotechnology & Medical Research,Health Care,1039.06,527.34,180.6,0.0,34.52,40.56,1142.91,-321.71
