Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,75.33,41.31,52.65,0.0,0.0,3.24,81.0,25.57
2004,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,505.84,64.49,195.76,0.0,0.0,13.92,594.17,102.63
2005,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,621.25,68.09,245.53,0.0,0.0,23.57,750.84,111.59
2006,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,711.0,100.43,289.86,0.0,0.0,26.54,782.42,153.83
2007,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,845.51,100.69,324.39,0.0,11.15,29.88,909.23,181.58
2008,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,842.36,136.87,448.71,0.0,9.78,0.03,920.85,215.22
2009,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,542.95,131.38,397.37,0.0,2.91,38.55,878.41,143.91
2010,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,491.22,125.89,392.71,0.0,1.53,58.14,871.37,185.58
2011,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,514.1,94.43,433.7,0.0,5.72,70.19,972.29,162.06
2012,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,529.96,120.96,390.24,0.0,4.6,71.69,934.69,191.32
2013,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,730.86,185.19,453.13,0.0,14.44,69.45,1139.28,222.55
2014,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,959.03,190.72,527.87,0.0,0.0,65.08,1353.12,243.18
2015,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1317.31,287.22,655.41,0.0,38.22,32.71,1613.74,258.44
2016,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1265.35,263.78,682.07,0.0,22.85,30.25,1526.04,203.34
2017,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1401.05,357.38,808.63,0.0,19.15,31.64,1724.56,242.92
2018,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,885.36,275.49,909.01,0.0,8.13,51.27,2259.35,65.04
2019,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,838.52,250.22,971.89,0.0,14.98,153.45,2257.1,182.03
2020,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1081.62,538.27,1099.09,0.0,59.25,147.34,2491.27,500.56
2021,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1094.87,530.01,1052.01,0.0,41.87,120.42,2465.18,312.38
2022,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,1181.14,577.99,768.28,0.0,22.29,112.7,2577.32,-204.34
2023,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,863.07,409.42,823.57,0.0,6.93,145.76,2319.91,-263.09
2024,WITH.HE,WithSecure Oyj,Software & IT Services,Information Technology,709.62,320.94,758.65,0.0,4.79,282.4,2174.7,7.12
