Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2010,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,880.37,829.29,85.53,0.0,0.0,281.82,1521.89,21.28
2011,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,713.12,630.71,112.81,0.0,0.0,442.47,1515.17,60.03
2012,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,283.14,238.54,105.56,0.0,0.0,498.03,1364.62,58.85
2013,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,289.58,271.09,136.09,0.0,0.0,567.03,1560.03,82.2
2014,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,97.43,70.78,153.67,0.0,0.0,617.46,1497.04,81.3
2015,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,29.54,2.19,160.14,92.89,0.0,559.22,1034.11,56.48
2016,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,72.29,53.22,188.91,147.2,0.0,560.31,1143.2,42.6
2017,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,262.14,233.84,199.18,90.71,0.0,645.32,1417.41,93.4
2018,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,147.39,121.68,204.9,87.69,0.0,903.11,1478.35,82.22
2019,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,133.75,101.65,189.26,110.71,0.0,1032.87,2150.07,75.21
2020,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,93.7,70.11,145.97,103.95,0.0,353.65,1321.91,44.94
2021,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,94.91,59.47,82.48,23.84,0.0,976.73,1284.44,96.51
2022,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,254.21,213.95,81.05,0.24,0.0,1019.97,1420.68,212.5
2023,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,302.05,268.11,73.96,0.28,0.0,887.14,1318.79,127.59
2024,QEC.OL,Questerre Energy Corp (Canada),Oil & Gas,Energy,287.98,251.27,105.91,0.39,0.0,922.34,1349.36,107.22
