Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,BOL.ST,Boliden AB,Metals & Mining,Materials,16451.07,28258.98,865.32,155.08,459.73,8328.22,0.0,-1.558301773968507
2005,BOL.ST,Boliden AB,Metals & Mining,Materials,17655.6,28479.06,688.39,171.88,0.0,8736.98,0.0,-1.2979278881261034
2006,BOL.ST,Boliden AB,Metals & Mining,Materials,30642.01,44956.22,707.45,187.09,0.0,14649.4,0.0,-1.0126401081272955
2007,BOL.ST,Boliden AB,Metals & Mining,Materials,28779.49,46303.38,751.4699999999999,279.09,269.56,10875.79,0.0,-1.6794945470627878
2008,BOL.ST,Boliden AB,Metals & Mining,Materials,26503.63,49320.86,787.74,322.45,229.22,14344.11,0.0,-1.6391215627877924
2009,BOL.ST,Boliden AB,Metals & Mining,Materials,22743.62,37787.26,782.67,179.41,136.62,13145.63,8.09,-1.1999282332298395
2010,BOL.ST,Boliden AB,Metals & Mining,Materials,30834.51,50452.5,713.8399999999999,240.19,155.37,16341.44,10.41,-1.238209132300015
2011,BOL.ST,Boliden AB,Metals & Mining,Materials,34826.81,59429.18,788.56,308.34,373.12,18239.22,10.41,-1.3948617040455067
2012,BOL.ST,Boliden AB,Metals & Mining,Materials,34377.63,59401.34,793.2500000000001,368.69,365.26,19123.72,11.98,-1.3489723396583349
2013,BOL.ST,Boliden AB,Metals & Mining,Materials,31054.77,56712.48,796.9300000000001,365.52,323.1,21732.07,15.08,-1.2145140857537655
2014,BOL.ST,Boliden AB,Metals & Mining,Materials,33887.39,60451.86,861.64,362.84,384.89,22973.37,6.71,-1.1944327434891437
2015,BOL.ST,Boliden AB,Metals & Mining,Materials,38475.58,67602.38,928.37,474.23,324.12,27002.39,6.28,-1.107239267983207
2016,BOL.ST,Boliden AB,Metals & Mining,Materials,39588.54,65209.74,1116.48,520.44,416.35,27867.29,7.59,-0.955469225338369
2017,BOL.ST,Boliden AB,Metals & Mining,Materials,47963.15,75507.74,1046.78,638.14,373.78,35066.65,9.01,-0.8075973481325797
2018,BOL.ST,Boliden AB,Metals & Mining,Materials,49121.51,78215.7,1204.29,660.21,288.44,38058.53,10.73,-0.7861122070668038
2019,BOL.ST,Boliden AB,Metals & Mining,Materials,46469.63,75418.22,1327.01,688.63,302.44,38846.44,11.25,-0.7692019263111112
2020,BOL.ST,Boliden AB,Metals & Mining,Materials,57643.53,93169.62,1497.36,766.59,368.45,47641.66,13.57,-0.7685475445192477
2021,BOL.ST,Boliden AB,Metals & Mining,Materials,68787.49,111657.9,1313.9,967.13,341.75,49557.66,14.61,-0.8786954884252826
2022,BOL.ST,Boliden AB,Metals & Mining,Materials,82127.65,129770.76,2004.8,995.75,472.22,54886.12,13.18,-0.8948088591293514
2023,BOL.ST,Boliden AB,Metals & Mining,Materials,78182.95,134993.34,2197.57,1145.56,1418.27,56785.55,15.1,-1.0436618242925035
2024,BOL.ST,Boliden AB,Metals & Mining,Materials,90723.3,155203.98,2561.82,1155.31,2202.82,66817.99,19.53,-1.0187393248582532
