Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2004,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,0.23,0.0,1.87,0.0,0.0,19.96,0.0,-0.08216432865731463
2005,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,9.48,5.54,4.22,0.0,0.02,34.81,0.0,-0.008618213157138736
2006,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,13.15,7.8,5.6,0.0,0.22,33.85,0.0,-0.013884785819793178
2007,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,78.11,38.86,23.44,0.0,0.62,103.26,0.0,0.1471043966686035
2008,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,161.28,70.84,49.61,0.0,0.37,108.54,0.0,0.3727658006264971
2009,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,158.07,71.25,50.51,2.97,1.75,103.69,5.33,0.34424876169510177
2010,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,212.99,85.81,66.23,1.52,1.46,112.51,26.04,0.44034644532659684
2011,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,271.8,109.31,87.11,0.0,2.53,129.44,27.15,0.46522766460182646
2012,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,263.2,104.03,88.28,0.0,3.57,136.43,8.14,0.46565677526457766
2013,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,302.59,131.34,90.2,0.0,2.22,164.85,9.13,0.4530980572479594
2014,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,760.65,528.69,105.62,0.0,13.36,191.22,11.82,0.5564420803782502
2015,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,780.65,547.3,135.13,0.0,7.66,241.22,12.51,0.35691483072557456
2016,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,806.07,519.39,149.33,0.0,6.76,282.1,26.39,0.42332004278906954
2017,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,521.6,287.47,121.19,0.0,2.86,264.96,2.85,0.411037675964303
2018,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,663.96,311.19,177.64,0.0,8.709999999999999,264.75,2.44,0.6228526516710956
2019,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,704.54,308.12,188.07,0.0,19.07,307.37,4.69,0.6065500224315836
2020,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,836.59,352.69,232.94,0.0,18.62,622.03,6.58,0.3696091376211006
2021,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,918.32,356.59,278.01,0.0,21.25,678.1,1.66,0.3861215723196423
2022,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,1055.9,419.68,285.61,0.0,35.72,806.01,2.26,0.38958516337362514
2023,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,1579.9,660.66,421.4,0.0,31.06,1029.82,4.23,0.4514095063101399
2024,MEDCAP.ST,MedCap AB (publ),Investment Banking & Investment Services,Financials,1837.41,766.82,479.31,0.0,38.13,1318.02,6.37,0.4176639811535879
