Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2011,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,1.17,0.0,0.0,3.34,0.0,-0.3502994011976048
2012,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,2.3,0.0,0.0,3.81,0.0,-0.6036745406824147
2013,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,3.89,0.0,0.0,22.27,0.0,-0.17467444993264483
2014,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,12.04,0.0,0.0,91.95,0.0,-0.13094072865687872
2015,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,28.16,0.0,0.0,61.19,0.0,-0.4602059159993463
2016,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,25.03,0.0,0.0,97.09,0.0,-0.2578020393449377
2017,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,59.59,0.0,0.0,189.68,0.0,-0.31416069169126953
2018,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,23.99,66.42,0.0,396.24,0.0,0.10708156672723604
2019,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,11.69,45.58,0.0,-5.32,0.0,-6.370300751879699
2020,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,38.97,49.01,0.0,690.31,0.0,0.014544190291318393
2021,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,43.59,85.99,3.25,639.85,0.0,0.06118621551926231
2022,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,1.7,0.0,46.44,82.71,0.0,484.22,0.0,0.07841477014580149
2023,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,36.88,92.22,0.0,709.49,0.0,0.07799968991811018
2024,IMMUN.ST,Mendus AB (publ),Biotechnology & Medical Research,Health Care,0.0,0.0,34.65,102.79,0.0,663.27,0.0,0.10273342680959491
