Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2014,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,22.29,5.01,20.08,,7.33,0.7,32.44,10.66
2015,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,69.54,14.68,125.06,,22.41,4.0,281.61,74.93
2016,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,525.51,406.0,221.93,458.55,17.81,6.96,1245.26,102.8
2017,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,255.36,121.55,381.62,1012.89,9.28,34.3,2653.03,259.8
2018,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,342.54,130.39,666.84,1426.71,6.16,39.72,3754.22,390.3
2019,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,323.16,120.9,258.71,1485.44,5.3,32.71,3272.13,374.08
2020,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,506.33,313.65,182.38,798.75,1.31,27.18,3570.86,525.23
2021,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,478.71,277.23,414.59,778.64,4.68,19.44,3665.93,668.67
2022,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,788.58,257.39,246.86,713.63,3.9,15.55,3382.49,569.14
2023,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,749.15,430.74,364.25,351.55,4.43,9.72,2707.07,228.56
2024,CATME.ST,Catena Media PLC,Software & IT Services,Information Technology,425.23,99.74,277.85,0.0,0.0,7.47,1727.54,30.91
