Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,ANOT.ST,Anoto Group AB,Office Equipment,Other,85.81,38.12,67.05,,,5.1,431.78,-65.38
2005,ANOT.ST,Anoto Group AB,Office Equipment,Other,288.45,30.19,124.16,,0.02,,599.62,5.98
2006,ANOT.ST,Anoto Group AB,Office Equipment,Other,204.92,163.75,44.53,,,3.2,525.35,-42.85
2007,ANOT.ST,Anoto Group AB,Office Equipment,Other,178.67,48.0,50.05,,0.7,,474.77,-25.5
2008,ANOT.ST,Anoto Group AB,Office Equipment,Other,179.22,56.16,63.35,,0.72,,534.82,37.93
2009,ANOT.ST,Anoto Group AB,Office Equipment,Other,147.93,65.35,45.32,,,7.43,448.98,-18.95
2010,ANOT.ST,Anoto Group AB,Office Equipment,Other,121.55,70.32,59.33,,,,416.29,12.86
2011,ANOT.ST,Anoto Group AB,Office Equipment,Other,94.55,20.77,61.25,,,6.0,204.87,-41.32
2012,ANOT.ST,Anoto Group AB,Office Equipment,Other,68.52,4.67,70.77,,,3.92,185.51,-8.97
2013,ANOT.ST,Anoto Group AB,Office Equipment,Other,88.44,6.6,98.91,15.37,,2.91,161.96,-80.6
2014,ANOT.ST,Anoto Group AB,Office Equipment,Other,77.98,3.75,98.43,34.39,,1.96,159.93,-84.64
2015,ANOT.ST,Anoto Group AB,Office Equipment,Other,181.1,12.17,162.57,8.52,,6.22,470.25,-81.06
2016,ANOT.ST,Anoto Group AB,Office Equipment,Other,118.74,5.27,135.32,27.52,,7.98,369.17,-160.86
2017,ANOT.ST,Anoto Group AB,Office Equipment,Other,122.69,31.68,76.22,11.32,,3.41,399.87,-43.76
2018,ANOT.ST,Anoto Group AB,Office Equipment,Other,76.19,5.33,64.94,5.55,,3.15,277.48,-24.87
2019,ANOT.ST,Anoto Group AB,Office Equipment,Other,73.7,19.1,58.5,7.67,,6.63,287.38,-10.15
2020,ANOT.ST,Anoto Group AB,Office Equipment,Other,42.67,2.22,49.73,5.55,,9.95,235.0,-63.05
2021,ANOT.ST,Anoto Group AB,Office Equipment,Other,53.83,3.79,103.59,40.57,,4.29,232.92,-39.11
2022,ANOT.ST,Anoto Group AB,Office Equipment,Other,49.75,1.62,124.21,54.16,,4.91,224.71,-25.78
2023,ANOT.ST,Anoto Group AB,Office Equipment,Other,53.95,2.63,68.97,8.3,,2.18,144.59,-37.54
2024,ANOT.ST,Anoto Group AB,Office Equipment,Other,55.76,3.92,65.11,4.77,,0.7,149.21,-17.96
