Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
1997,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,885.04,263.32,622.91,,,,1967.25,509.62
1998,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,3178.29,521.67,1913.12,3.0,,1147.4,5017.15,1137.02
1999,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,3570.15,658.18,2228.26,3.58,,1265.9,5670.81,973.46
2000,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,3041.75,350.36,1945.02,18.77,,1221.45,5221.06,595.84
2001,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,3914.92,1413.63,2146.92,0.06,,1359.89,6382.02,1218.72
2002,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,2682.47,396.04,2573.72,2.52,,1242.21,6144.75,564.14
2003,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,3160.4,380.13,2612.6,172.43,,1297.88,6779.76,1365.24
2004,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4350.42,747.17,3069.43,42.84,65.08,717.52,8960.32,1467.63
2005,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4753.08,797.64,4459.26,1160.13,,803.23,10475.46,1593.06
2006,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,5567.34,1142.42,4173.24,634.13,162.03,371.76,11306.57,879.2
2007,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,5187.72,578.0,4520.92,768.29,91.97,608.92,10170.09,953.29
2008,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,6192.82,1166.92,5421.03,647.53,151.45,975.67,12178.86,1572.99
2009,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4791.34,1022.63,3845.02,321.8,68.01,842.65,9913.6,1103.12
2010,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4500.59,763.21,3630.69,38.16,78.66,943.89,9661.59,1143.63
2011,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4895.78,741.18,3832.76,508.3,71.18,798.43,9902.2,959.99
2012,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4371.6,636.36,3906.25,857.29,37.43,728.84,8658.06,1210.0
2013,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4424.19,951.38,3506.17,287.66,58.37,788.78,9126.88,1241.57
2014,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4868.35,1451.65,3573.07,106.66,111.18,743.0,9323.62,1403.07
2015,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,5022.73,1499.52,4275.85,700.8,143.04,796.8,10428.51,1186.06
2016,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4260.39,514.84,3888.1,622.9,31.78,853.53,9756.58,902.81
2017,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,4947.18,769.89,5057.44,1325.15,58.09,934.3,11320.92,1408.86
2018,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,5501.73,1630.8,4706.15,1175.05,88.18,914.48,11865.43,1672.57
2019,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,8128.33,1619.76,11905.15,4408.59,78.72,3939.19,37725.88,2740.82
2020,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,8627.14,2643.14,8654.38,1170.19,57.62,3442.47,37764.55,3803.53
2021,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,8859.16,3241.72,8062.25,941.08,185.21,2801.21,35913.19,3734.42
2022,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,8867.59,2471.14,8560.4,1726.76,1041.09,3135.84,35581.51,2794.96
2023,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,10200.76,2137.46,12725.22,5169.73,567.08,3184.38,39353.44,3035.51
2024,TIETOS.ST,Tietoevry Oyj,Software & IT Services,Information Technology,9129.98,2123.94,11398.65,4534.98,118.85,3035.87,35939.8,3784.51
