Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2011,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,4949.04,990.41,1430.51,246.22,127.48,0.1,14414.71,899.76
2012,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,4683.94,673.52,1299.6,228.38,145.89,,13521.13,719.53
2013,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5058.01,519.07,1425.74,248.08,191.06,,14752.44,780.06
2014,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5810.72,705.35,2129.17,790.09,114.0,,17192.99,1184.04
2015,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,6208.24,783.15,1483.59,0.0,102.27,,18709.1,1541.7
2016,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5494.75,697.31,1538.3,,223.76,,17440.41,1694.21
2017,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5261.97,800.58,1416.09,,225.54,,17184.15,1315.41
2018,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5344.94,412.38,1471.74,,175.67,,17783.86,1010.8
2019,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5873.7,1182.62,1421.91,,160.1,,18278.89,1713.92
2020,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5673.4,164.73,2342.72,,192.47,,19705.91,2281.22
2021,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,5821.27,233.75,1973.82,,137.88,,19636.77,2141.2
2022,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,6154.56,31.31,2083.2,,292.48,,21325.76,1889.9
2023,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,6966.81,149.46,2326.92,,180.52,,23789.02,2062.87
2024,STOGR.CO,Scandinavian Tobacco Group A/S,Food & Tobacco,Consumer Staples,8412.78,252.65,4472.61,,134.3,,26991.6,1837.29
