Year,Ticker,CompanyName,Industry,Sector,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2004,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,1538.19,,547.5,124.34,2.67,1573.19,3171.29,1288.48
2005,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,3101.56,,951.29,98.99000000000001,0.0,2288.8,5539.99,1575.97
2006,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,2978.0,,719.51,158.69,,2874.84,5986.92,788.92
2007,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5540.94,,1156.76,56.38,,3093.1,8746.84,2732.26
2008,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,7772.8,,1733.38,72.06,28.95,6192.87,14179.97,3054.19
2009,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5816.27,4118.44,974.81,30.05,,,11770.44,1006.32
2010,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5108.14,3345.04,1384.2,509.48,0.0,7788.64,13101.85,1802.46
2011,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,4278.22,2007.35,1319.75,359.1,0.0,,14046.53,672.99
2012,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,4915.69,2524.14,1156.66,193.42,4.77,6324.22,11311.76,709.86
2013,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5132.41,2464.34,1370.12,335.42,0.0,7257.36,12504.11,-52.06
2014,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,4162.17,1482.4,2135.73,413.16,,8979.33,13285.34,-290.26
2015,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5825.23,2907.58,2561.23,642.1,,8205.42,14185.08,619.96
2016,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,4611.98,2117.64,1879.26,452.08,,6487.46,11237.0,-669.36
2017,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,4431.53,1734.76,2085.29,431.86,,6362.0,10886.29,52.07
2018,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5033.15,1593.2,3540.33,2168.54,23.49,7515.2,12650.75,-201.23
2019,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5019.49,1837.32,3654.45,612.74,0.0,10002.99,15295.48,2467.86
2020,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,5748.05,2844.43,3659.33,689.66,12.01,9694.74,15652.95,3726.69
2021,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,9809.78,3616.91,6952.89,780.28,0.0,11629.25,21607.24,3729.23
2022,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,16451.26,8251.59,8886.41,443.78,2.94,10404.86,26993.28,12901.82
2023,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,13364.14,5647.28,8951.32,844.26,66.89,9578.68,23755.66,7077.85
2024,DNORD.CO,Dampskibsselskabet Norden A/S,Freight & Logistics Services,Industrials,11116.79,3030.1,7605.93,134.11,95.47,12784.14,25627.38,4462.97
