Year,Ticker,CompanyName,Industry,Sector,Exchange,ACT,CHE,LCT,STD,TXP,PPEGT,AT,OANCF
2005,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,483.63,283.26,173.49,,0.56,,619.04,76.75
2006,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,549.51,345.98,229.78,,10.2,,689.43,111.29
2007,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,556.74,342.1,232.34,,3.27,,758.95,63.03
2008,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,595.09,245.59,278.53,,12.3,,839.7,7.41
2009,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,578.3,24.91,288.92,,15.55,,819.55,12.75
2010,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,555.13,20.8,266.03,,9.13,,789.77,39.32
2011,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,584.99,0.01,278.25,,6.05,,812.34,38.59
2012,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,852.87,365.86,256.2,,1.13,,965.44,112.13
2013,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,802.74,66.66,308.94,,15.46,43.32,964.39,165.77
2014,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,743.83,74.89,288.48,,15.96,62.67,922.27,114.06
2015,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,755.63,0.0,345.72,,25.89,68.66,985.32,77.85
2016,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,765.4,240.03,431.66,,8.28,112.69,1104.07,183.38
2017,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,803.04,264.88,494.82,,32.14,100.05,1110.69,225.5
2018,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,805.12,258.66,528.56,,45.49,39.53,1178.55,201.49
2019,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,832.54,301.77,507.94,,20.09,36.5,1195.35,234.38
2020,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,1052.07,362.47,655.7,,12.72,69.59,1587.03,282.08
2021,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,1150.92,446.66,690.39,,11.72,54.66,1622.2,382.45
2022,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,1592.72,771.54,1015.67,,21.08,59.06,2090.99,605.16
2023,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,2290.23,855.83,1415.22,,53.86,77.32,2838.09,425.03
2024,SECTb.ST,Sectra AB,Healthcare Equipment & Supplies,Health Care,STX,2541.77,810.9,1601.12,,67.69,228.81,3235.91,327.22
