Method,Portfolio,FactorModel,alpha,t_stat,p_value,r_squared,n_obs
Method1_ObservedQuality,Q1,CAPM,-0.0007530391085847654,-0.3058812042101921,0.7600353521142431,0.5759490634856508,189.0
Method1_ObservedQuality,Q1,FF3,-0.0012650878530630191,-0.5958678460904279,0.5519918245697697,0.599343043017906,189.0
Method1_ObservedQuality,Q1,Carhart,0.0007811671453844904,0.2664436005416301,0.790195939211539,0.6036803100145466,189.0
Method1_ObservedQuality,Q1,FF5,0.00237965577972364,1.0488521067549477,0.2956293997501822,0.7775519660502944,189.0
Method1_ObservedQuality,Q1,FF5_MOM,0.00290906816115965,1.1370488114513488,0.2570126922061813,0.7778553019478803,189.0
Method1_ObservedQuality,Q2,CAPM,3.746874242447615e-05,0.016116239962979114,0.9871588392828967,0.5658710488288656,189.0
Method1_ObservedQuality,Q2,FF3,-0.0008986763910174515,-0.48762351378632285,0.6263938907584481,0.6596986904635194,189.0
Method1_ObservedQuality,Q2,Carhart,0.0015058576137550546,0.7286166768150437,0.46716249416890676,0.6665097537296322,189.0
Method1_ObservedQuality,Q2,FF5,0.0010635314271616532,0.5151946222570102,0.6070387917709279,0.7078087509517066,189.0
Method1_ObservedQuality,Q2,FF5_MOM,0.002723115658151986,1.3763344368156851,0.1704091106497434,0.7111986802232536,189.0
Method1_ObservedQuality,Q3,CAPM,0.0008981551069997724,0.6106504855667813,0.5421724616614791,0.7401039001091054,189.0
Method1_ObservedQuality,Q3,FF3,0.0004662519160116122,0.3585344697471828,0.7203521837934388,0.7784310598799307,189.0
Method1_ObservedQuality,Q3,Carhart,0.0008669879095763881,0.4934511936841084,0.6222822698610586,0.7787339116397429,189.0
Method1_ObservedQuality,Q3,FF5,0.0006351303911185558,0.49455047984853306,0.6215106436529418,0.7788273703150853,189.0
Method1_ObservedQuality,Q3,FF5_MOM,0.0009865231332545367,0.5822722379943616,0.5611039407472469,0.7790706679806321,189.0
Method1_ObservedQuality,Q4,CAPM,0.0002224969890151782,0.10573286388063664,0.9159076374095543,0.7624555548505996,189.0
Method1_ObservedQuality,Q4,FF3,-4.293069206509365e-05,-0.021965557236488787,0.9824991035959914,0.7753397711293304,189.0
Method1_ObservedQuality,Q4,Carhart,0.00016544157164555555,0.08883540325441855,0.9293093373524635,0.7754095458298251,189.0
Method1_ObservedQuality,Q4,FF5,0.00014695303593597597,0.07673603890724448,0.93891736416986,0.7757348479517543,189.0
Method1_ObservedQuality,Q4,FF5_MOM,0.0003197453376463193,0.1785517292754615,0.8584882965158029,0.7757849788989912,189.0
Method1_ObservedQuality,Q5,CAPM,0.0005743797365890711,0.4135314010264487,0.6796911667325372,0.8628839840324047,189.0
Method1_ObservedQuality,Q5,FF3,0.0010502989439769698,0.9707343944737251,0.3329480114932184,0.9044279569363498,189.0
Method1_ObservedQuality,Q5,Carhart,0.0006343072933419878,0.585744974777008,0.5587646625711635,0.904761269006942,189.0
Method1_ObservedQuality,Q5,FF5,-9.968130836108372e-05,-0.09139046429814729,0.9272822988355705,0.9255329757592032,189.0
Method1_ObservedQuality,Q5,FF5_MOM,-0.00016791064728001733,-0.16018449683527597,0.8729133870838517,0.9255423441092602,189.0
Method2_LatentQuality,Q1,CAPM,-0.0006970002845921372,-0.27680721489314974,0.7822338661460322,0.5811165349184935,189.0
Method2_LatentQuality,Q1,FF3,-0.0011790162335577827,-0.5404111714913379,0.5895635070158192,0.6019637407137505,189.0
Method2_LatentQuality,Q1,Carhart,0.00017161925211251592,0.06184116242389116,0.9507564460036002,0.6038712514457305,189.0
Method2_LatentQuality,Q1,FF5,0.0023686643292034097,1.0748130552643715,0.28387351340503764,0.7875129204187122,189.0
Method2_LatentQuality,Q1,FF5_MOM,0.0021833445394779036,0.9008044366871393,0.3688827492382081,0.7875504413185925,189.0
Method2_LatentQuality,Q2,CAPM,-0.0002264105027646903,-0.09526223577920698,0.9242085418492114,0.5797853224900782,189.0
Method2_LatentQuality,Q2,FF3,-0.0011402736082850398,-0.5760483248149968,0.5652826308539542,0.6693548274385375,189.0
Method2_LatentQuality,Q2,Carhart,0.0022995512303252163,1.0263698342201186,0.3060646887170959,0.6834842475390376,189.0
Method2_LatentQuality,Q2,FF5,0.0007361308351614654,0.3628199712889924,0.7171580801368069,0.7111739210852042,189.0
Method2_LatentQuality,Q2,FF5_MOM,0.0034756536778111874,1.6990781612446133,0.09101308598816149,0.7205374704306913,189.0
Method2_LatentQuality,Q3,CAPM,0.00043203543850531923,0.2530417570756614,0.80051390026489,0.694427296247401,189.0
Method2_LatentQuality,Q3,FF3,1.9863609205516206e-05,0.012649359863418717,0.9899211708391173,0.7336409894704923,189.0
Method2_LatentQuality,Q3,Carhart,0.001116214981495818,0.6725653373121245,0.5020675928865521,0.735693167683849,189.0
Method2_LatentQuality,Q3,FF5,0.00037032661709027914,0.25568736688773513,0.798479415705561,0.7353039861034755,189.0
Method2_LatentQuality,Q3,FF5_MOM,0.0013508740210221297,0.8653830666034316,0.38796783479224306,0.7370190950088433,189.0
Method2_LatentQuality,Q4,CAPM,0.0009103807882128609,0.4409214235679305,0.6597792078799563,0.7524159361277469,189.0
Method2_LatentQuality,Q4,FF3,0.0005881154704815953,0.32526082279970314,0.7453512327622653,0.7720055320063797,189.0
Method2_LatentQuality,Q4,Carhart,-2.2887864567687187e-05,-0.012888396475157207,0.9897307958150325,0.7726234144436328,189.0
Method2_LatentQuality,Q4,FF5,0.0007112125194572717,0.38326847324403335,0.7019655708407608,0.7723776718973242,189.0
Method2_LatentQuality,Q4,FF5_MOM,0.00011697878655785688,0.06760969150153229,0.9461705575182848,0.7729882936380124,189.0
Method2_LatentQuality,Q5,CAPM,0.0004287532329652665,0.30827740190241426,0.7582143887367403,0.8755568693858071,189.0
Method2_LatentQuality,Q5,FF3,0.0008856601543776564,0.8355162254310752,0.40450487686968417,0.9152980150998866,189.0
Method2_LatentQuality,Q5,Carhart,0.0007119743150731034,0.643578293610125,0.5206502543724292,0.9153560163140085,189.0
Method2_LatentQuality,Q5,FF5,-0.00022251975775927039,-0.20813668469972504,0.8353537064303573,0.9333803556000323,189.0
Method2_LatentQuality,Q5,FF5_MOM,-9.27895537477185e-05,-0.09071515314101412,0.9278186903467478,0.933414164374894,189.0
Method3_ConservativeQuality,Q1,CAPM,-0.001091793556751356,-0.43756209211032215,0.6622086965924705,0.5670625686334241,189.0
Method3_ConservativeQuality,Q1,FF3,-0.0015597944337555774,-0.7237410999553919,0.4701388513942484,0.5889187089103292,189.0
Method3_ConservativeQuality,Q1,Carhart,0.0005846554884727021,0.19777685735686218,0.8434379780559207,0.5937735099131953,189.0
Method3_ConservativeQuality,Q1,FF5,0.0022312918522318535,0.938000462384309,0.34948049088258837,0.7671952752544042,189.0
Method3_ConservativeQuality,Q1,FF5_MOM,0.0028828921229338547,1.1114904622336639,0.26782342538331605,0.7676635935205229,189.0
Method3_ConservativeQuality,Q2,CAPM,-0.0016286566527393433,-0.7841213664842885,0.4339610066844304,0.6064176662257121,189.0
Method3_ConservativeQuality,Q2,FF3,-0.0025020602910471694,-1.2201156233370436,0.22397409000363333,0.6797842570252515,189.0
Method3_ConservativeQuality,Q2,Carhart,-0.002103222859038521,-0.9598613058129286,0.3383846268474118,0.6799563822263657,189.0
Method3_ConservativeQuality,Q2,FF5,-0.001021169851381,-0.45757466032925875,0.6478008410473746,0.7120649734554583,189.0
Method3_ConservativeQuality,Q2,FF5_MOM,-0.001248837687499844,-0.545548490412735,0.5860443384061145,0.7121235730981048,189.0
Method3_ConservativeQuality,Q3,CAPM,0.0017262298848849133,1.0527956113701211,0.29379314565690384,0.692757063968404,189.0
Method3_ConservativeQuality,Q3,FF3,0.0011499730083419895,0.874718114222562,0.3828614641042487,0.7433601741685887,189.0
Method3_ConservativeQuality,Q3,Carhart,0.00265700103903759,1.661204712143566,0.0983752704058396,0.747326845060191,189.0
Method3_ConservativeQuality,Q3,FF5,0.0015011572548192297,1.182321874608659,0.2386119454197404,0.7491231885223818,189.0
Method3_ConservativeQuality,Q3,FF5_MOM,0.0027808789451143753,1.8649339662704865,0.06380047574595427,0.7521116904520868,189.0
Method3_ConservativeQuality,Q4,CAPM,0.00046891804628923674,0.2427145091409976,0.8084925756174208,0.7448739445881774,189.0
Method3_ConservativeQuality,Q4,FF3,0.0001632454020768645,0.09790790201171135,0.9221114214636077,0.7679837752051357,189.0
Method3_ConservativeQuality,Q4,Carhart,0.0003363142625650316,0.20464775988113004,0.8380735350176378,0.7680376971443936,189.0
Method3_ConservativeQuality,Q4,FF5,0.00021265952163145946,0.13030336746741017,0.8964695382662167,0.7684797265802337,189.0
Method3_ConservativeQuality,Q4,FF5_MOM,0.000418652774567793,0.26222609146092707,0.79344370270433,0.7685595393892244,189.0
Method3_ConservativeQuality,Q5,CAPM,0.00040817113943573003,0.3053031487512979,0.7604748400593491,0.8799366286525034,189.0
Method3_ConservativeQuality,Q5,FF3,0.0008660991235188259,0.856657516998354,0.3927424716673782,0.9183486294753941,189.0
Method3_ConservativeQuality,Q5,Carhart,0.0005537326714978987,0.5146766584816813,0.6073966586849782,0.9185316837058666,189.0
Method3_ConservativeQuality,Q5,FF5,-0.00015641824990809893,-0.1560652086912289,0.8761536474494123,0.9343915020404748,189.0
