Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,39487.89,0.0,35625.63,0.0,0.0,30513.35,1.83,21751.21,0.12656848165404896
2005,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,38399.06,0.0,36047.11,0.0,247.03,31281.27,342.21,19875.51,0.06656193436016519
2006,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,37502.39,0.0,35401.81,0.0,632.61,26517.15,294.1,24967.56,0.05475201641102155
2007,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,34718.44,0.0,32954.61,0.0,882.35,23336.02,23.55,29904.08,0.03773528365462214
2008,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,32734.6,0.0,29216.690000000002,0.0,0.0,25706.64,44.46,16868.78,0.1366120282240369
2009,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,32455.85,0.0,9247.23,0.0,469.11,25646.41,50.97,24239.04,0.8848960477682938
2010,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,33750.33,0.0,27889.289999999997,0.0,0.0,25050.97,2.6,33230.32,0.23394031269795101
2011,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,35412.39,20059.34,9384.050000000001,0.0,442.21,18611.47,2.6,32016.88,0.2969146457491563
2012,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26420.27,16247.32,8334.64,0.0,444.32,17485.28,2.57,27549.64,0.07971191427190887
2013,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,23246.17,13517.92,7095.61,0.0,0.0,20346.66,1.88,25611.76,0.12937734107705018
2014,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,23841.78,13816.38,7179.63,0.0,0.0,21738.82,1.92,33658.27,0.13089572848026332
2015,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,25677.16,15664.83,7659.36,0.0,0.0,18734.54,0.0,33186.86,0.12559529083713825
2016,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20807.65,12176.249999999998,5819.07,0.0,320.12,17519.24,-263.63,29373.11,0.14442897121573817
2017,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20786.52,11522.349999999999,5965.01,0.0,304.06,17257.14,-114.07,42484.08,0.17471199732603332
2018,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,20391.6,11718.039999999999,5471.79,0.0,323.08000000000004,35456.88,27.32,63112.03,0.08112596592286143
2019,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,25314.67,14850.25,6400.55,0.0,524.85,32635.36,0.0,75976.22,0.10844127351437208
2020,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,27177.54,15442.3,6707.900000000001,0.0,567.01,34198.62,0.0,69747.07,0.13042426858159775
2021,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26848.13,15884.98,6458.22,0.0,522.15,30340.99,0.0,79444.77,0.13126730538456394
2022,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,26700.96,16011.84,6091.38,0.0,669.8499999999999,22291.98,0.0,55498.29,0.1762019345073878
2023,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,28961.55,17182.45,6591.709999999999,0.0,1231.16,22934.1,0.0,60431.52,0.17250426221216442
2024,TEL2b.ST,Tele2 AB,Telecommunications Services,Communication Services,30085.84,17143.52,7269.49,0.0,1370.9199999999998,22717.83,0.0,77848.51,0.18936271642141875
