Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
1998,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,25.9,16.12,20.16,6.67,0.08,42.96,-0.51,,-0.08928150765606602
1999,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,36.23,17.08,31.71,11.51,0.01,57.92,-2.06,,-0.01897601145721454
2000,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,79.04,46.88,57.8,21.66,0.62,123.96,0.0,,-0.037108744756373
2001,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,87.19,52.03,69.49,24.98,1.61,206.98,0.0,384.6,-0.052951976036331984
2002,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,84.72,44.23,75.96,25.13,1.79,88.91,0.83,126.05,-0.13516826387341205
2003,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,84.51,30.39,55.64,12.26,1.99,132.98,0.0,308.97,0.06579936832606409
2004,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,91.44,27.05,55.34,10.55,0.53,138.2,0.0,264.7,0.1379884225759768
2005,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,99.6,32.12,64.95,13.66,1.76,149.83,0.0,332.22,0.09630915037041969
2006,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,144.56,47.64,83.33,21.04,3.81,200.9,0.0,489.83,0.15340965654554506
2007,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,158.37,51.38,94.28,23.31,2.39,213.1,0.0,389.68,0.1578132332238386
2008,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,186.59,58.92,112.03,26.23,1.67,259.71,0.29,317.69,0.15461538461538463
2009,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,226.02,67.27,129.76999999999998,31.75,0.0,252.11,0.39,433.8,0.2405148514851486
2010,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,242.78,76.77,142.57999999999998,36.23,1.01,282.57,0.57,505.29,0.20714134350497987
2011,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,266.07,92.93,154.35,33.7,1.53,297.6,0.81,599.2,0.1707717569786535
2012,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,311.13,106.33,161.91000000000003,32.21,2.26,237.8,1.02,684.13,0.30499958127460003
2013,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,408.6,137.35,201.14999999999998,47.54,1.65,295.82,1.55,1761.51,0.39005279617984334
2014,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,468.95,147.41,196.56,38.51,0.88,671.83,1.59,3454.32,0.24146891984200045
2015,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,690.66,226.78,263.95,53.29,1.13,882.41,1.91,6555.01,0.28506649176768595
2016,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,840.66,289.49,305.8,57.54,0.77,965.44,2.21,7967.6,0.31224099622797497
2017,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,1013.1,352.97,328.0,64.96,0.43,1226.65,2.79,13534.14,0.32263469547110873
2018,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,1078.2,365.43,332.89,66.06,0.45,1456.87,3.22,15571.73,0.305111328753707
2019,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,1377.39,503.89,419.21000000000004,87.08,4.220000000000001,1682.19,3.38,20102.31,0.3186755815540144
2020,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,1274.82,489.13,412.57,90.16,4.1,2101.53,4.64,24460.63,0.21801658935413568
2021,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,1684.51,636.11,619.5699999999999,112.7,12.260000000000002,14928.07,18.21,73899.45,0.03541148700546225
2022,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,3072.77,1381.51,1087.9099999999999,125.42,45.61,15753.01,3.77,23738.96,0.0433565741223778
2023,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,3495.41,1526.75,1238.12,121.42,97.54,12808.06,1.01,26549.96,0.058897328221330675
2024,VITR.ST,Vitrolife AB,Healthcare Equipment & Supplies,Health Care,3670.34,1494.99,1371.94,112.89,103.74000000000001,14022.2,2.06,29939.32,0.0579395989521016
