Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2001,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,511.01,227.22,268.98,247.47,12.35,1507.45,0.0,,0.16579654383229955
2002,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1067.73,363.35,640.36,599.49,7.55,1377.35,0.0,,0.4762478672813737
2003,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1455.05,537.27,544.61,511.97,0.81,1943.23,0.0,,0.45508251725220383
2004,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,722.52,227.87,523.06,491.39,0.2,1391.58,0.0,,0.3325572370974001
2005,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,808.98,233.78,530.91,497.51,0.2,1450.1,0.0,,0.3734914833459762
2006,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1045.15,255.66,602.1099999999999,565.92,0.23,1258.15,0.0,4494.79,0.5985534316257999
2007,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1088.98,302.32,639.66,601.78,0.0,1221.8,0.0,2916.02,0.6128498935996072
2008,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,975.56,226.37,617.8199999999999,573.54,0.6,1142.64,0.0,1931.33,0.6163883637891199
2009,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1067.41,309.23,558.84,468.63,10.11,1094.56,0.0,3400.74,0.6010268966525362
2010,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1601.3,575.88,1096.4,469.25,46.18,3767.69,0.0,7456.07,0.0934498326560837
2011,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1650.38,808.65,1174.78,479.97,48.62,4306.81,0.0,3475.1,0.022824317766514002
2012,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1652.8,776.8299999999999,1171.21,345.18,36.3,4141.47,0.0,8309.74,0.003293516553301136
2013,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,1964.51,823.08,1221.9299999999998,411.27,54.52,4494.8,0.0,17009.92,0.06145990922844175
2014,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,2394.72,989.6400000000001,1407.25,459.74,52.01,4335.18,0.0,20565.07,0.09355090215400506
2015,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,3086.18,1184.25,1776.6699999999998,490.84,55.129999999999995,4877.2,0.0,38089.14,0.11501886328221109
2016,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,5110.1,1525.96,2507.91,763.96,0.0,5087.73,0.0,27516.24,0.36169175644147794
2017,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,6304.74,1809.27,2909.1,878.99,61.95,6704.85,0.0,30796.41,0.3584584293459212
2018,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,8558.28,2273.97,3372.37,1021.14,52.870000000000005,8821.87,0.0,51769.4,0.43983985254826935
2019,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,13258.96,3135.14,5983.650000000001,1391.22,224.27,15874.63,0.0,43681.81,0.3343145635520324
2020,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,15619.36,3337.58,7752.88,1631.43,464.65999999999997,21099.12,0.0,52694.31,0.26994822532882895
2021,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,15563.27,3525.77,8306.29,1998.4,419.93,22606.19,0.0,55384.74,0.23487726149342278
2022,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,17853.22,4564.490000000001,9692.42,2236.64,435.16999999999996,24967.06,0.0,62899.97,0.2161960599285618
2023,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,22018.5,5021.17,12895.79,2782.79,1105.76,34096.1,0.0,95253.87,0.16947891401069334
2024,SOBIV.ST,Swedish Orphan Biovitrum AB (publ),Pharmaceuticals,Health Care,26469.39,5916.89,14871.56,3598.14,1260.0600000000002,41417.86,9.25,116169.06,0.19356938005088936
