Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,45.84,2.82,36.28,0.0,0.0,12.02,0.0,50.09,0.5607321131447589
2005,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,52.42,2.52,43.080000000000005,0.0,0.0,16.7,0.0,55.4,0.40838323353293376
2006,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,57.67,5.92,47.589999999999996,10.01,0.0,21.26,0.0,93.64,0.6665098777046097
2007,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,56.92,5.52,51.15,12.03,0.0,17.94,0.0,80.71,0.6845039018952066
2008,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,62.29,7.21,47.71999999999999,12.68,0.0,26.52,0.0,87.36,0.7556561085972853
2009,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,58.06,3.94,47.98,11.56,0.0,21.36,0.0,97.04,0.828651685393259
2010,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,56.27,1.82,48.42,10.23,0.0,20.97,0.01,88.2,0.7750238322211632
2011,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,58.75,1.95,51.53,10.23,0.0,23.06,-0.06,84.73,0.6739130434782609
2012,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,69.66,3.0,61.31,12.1,0.0,21.88,0.0,86.78,0.7975319926873856
2013,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,67.84,2.28,61.290000000000006,0.0,0.07,23.94,0.0,96.5,0.1754385964912279
2014,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,79.73,2.82,67.97,0.0,0.03,28.89,0.0,113.61,0.30841121495327145
2015,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,84.4,4.99,76.11,0.0,0.02,27.97,0.0,143.37,0.11726850196639298
2016,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,80.19,3.89,69.38999999999999,0.0,0.03,29.52,0.0,135.6,0.23306233062330659
2017,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,83.43,10.77,73.85,0.0,0.03,28.3,0.0,209.51,-0.04310954063604182
2018,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,96.47,11.48,79.88,0.0,0.04,28.46,0.0,200.98,0.17814476458186926
2019,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,93.65,11.25,84.5,0.0,0.02,27.18,0.0,286.57,-0.07799852832965395
2020,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,96.2,15.25,92.06,0.0,0.08,20.99,0.0,292.04,-0.5331110052405907
2021,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,92.88,11.24,94.31,0.0,0.19,4.3,0.0,230.49,-2.990697674418605
2022,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,78.96,15.67,91.30999999999999,26.99,0.29,5.11,0.0,96.61,-0.2583170254403133
2023,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,86.13,10.22,85.19,16.29,1.07,3.89,0.0,67.9,1.5269922879177353
2024,QPR1V.HE,QPR Software Oyj,Software & IT Services,Information Technology,76.85,11.92,66.66999999999999,15.22,0.63,4.72,0.0,173.23,2.722457627118645
