Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2013,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,489.21,420.17,81.44,0.0,29.6,124.33,0.0,,-0.33781066516528624
2014,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,522.1,428.9,76.89999999999999,0.0,31.74,103.38,0.0,,-0.14935190559102288
2015,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,610.56,455.34,108.04,0.0,36.03,132.47,0.0,,0.08417000075488762
2016,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,787.15,600.69,134.77,0.0,39.07,132.31,0.0,,0.09538205728969777
2017,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,957.65,717.66,157.31000000000003,0.0,33.51,386.6,0.0,1329.44,0.127185721676151
2018,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,990.83,753.16,139.46,0.0,5.08,429.87,0.0,1047.66,0.2166468932467957
2019,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1135.88,856.7,150.02,0.0,8.06,482.47,0.0,1884.72,0.251000062180032
2020,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1228.18,931.96,178.14,0.0,7.529999999999999,625.09,0.0,2187.11,0.17685453294725564
2021,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1122.96,826.03,183.61,0.0,6.05,674.2,0.0,2937.18,0.15910708988430738
2022,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1267.07,993.8,187.57000000000002,0.0,6.47,688.09,1.16,903.27,0.11495103373231769
2023,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1209.15,964.95,184.40000000000003,0.0,15.58,753.01,1.83,1016.85,0.05858195114196387
2024,BALCO.ST,Balco Group AB,Construction & Engineering,Industrials,1442.02,1189.84,220.54,0.0,23.91,823.58,4.36,911.24,0.009336425344831837
