Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2015,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,831.93,515.65,439.0,0.0,58.25,673.22,0.0,,-0.26881257241317846
2016,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,967.14,455.99,556.2,0.0,62.95,639.35,0.0,,-0.16892156096035046
2017,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,1026.22,549.42,573.98,0.0,88.82,486.64,0.0,,-0.38221272398487577
2018,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,1255.13,723.12,542.54,73.83,99.83,1544.72,0.0,,-0.02364829872080369
2019,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2165.82,1283.65,996.3,47.54,200.46,1356.68,0.0,,-0.19684081728926492
2020,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2715.86,1684.64,1272.48,36.75,176.33,3201.01,0.0,10291.37,-0.11897494853186963
2021,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2252.34,1495.49,1182.7,25.4,117.56,3261.75,0.0,4755.92,-0.15881352034950555
2022,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2663.18,1560.25,1305.6399999999999,38.43,195.03,3709.93,0.0,3334.62,-0.096850883978943
2023,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,3537.87,2346.62,1485.64,4.22,352.42,3714.51,0.0,4032.95,-0.17299455379040576
2024,AKBM.OL,Aker Biomarine ASA,Food & Tobacco,Consumer Staples,2138.01,1395.62,861.65,10.74,26.86,1971.95,0.0,5883.66,-0.06865285630974398
