Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,367.65,261.37,79.95,0.0,0.0,194.96,42.39,301.13,0.11093322098167249
2005,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,399.92,253.95,106.74000000000001,0.0,10.52,241.5,49.04,459.98,0.09881599779720526
2006,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,371.39,234.93,101.69,0.0,13.13,218.13,46.23,351.14,0.0818580723256165
2007,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,380.68,247.86,0.0,0.0,15.72,231.29,45.46,281.34,0.4231255645889792
2008,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,329.73,235.91,0.0,0.0,15.18,282.65,55.56,143.41,0.2325182578871116
2009,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,329.02,227.96,0.0,0.0,15.76,262.0,49.7,81.13,0.27366057106191843
2010,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,312.12,213.59,4.53,0.0,11.13,266.71,46.65,152.46,0.26445621649221346
2011,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,330.75,225.16,3.92,0.0,11.83,315.46,41.93,102.43,0.2513780463918968
2012,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,337.51,225.99,62.38,0.0,8.85,316.46,40.77,204.49,0.11278448058673679
2013,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,393.87,267.15,79.77,0.0,8.45,409.73,53.15,348.93,0.08317490494296584
2014,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,451.61,305.98,85.37,0.0,8.57,495.31,70.58,662.69,0.09134284048136562
2015,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,527.08,356.19,105.19999999999999,0.0,8.12,593.39,82.62,935.27,0.08516146210854877
2016,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1087.52,777.8,205.27,0.0,25.55,751.27,98.28,1298.34,0.0928726973103408
2017,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1184.29,839.12,223.18000000000004,0.0,26.57,895.73,110.97,1547.44,0.09478494089599675
2018,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1468.42,1046.36,261.95000000000005,0.0,26.06,980.39,109.38,1451.94,0.12300760710975722
2019,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1593.16,1125.27,283.01000000000005,0.0,34.3,1056.38,118.26,1741.75,0.12819246747939797
2020,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1735.39,1222.28,282.56,0.0,35.37,1217.98,132.76,2822.56,0.14449857115358997
2021,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1755.12,1213.59,304.29,0.0,33.82,1305.71,138.86,3940.05,0.1408169905231314
2022,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,1955.76,1397.06,345.22,0.0,39.55,1418.93,148.54,4088.52,0.1109622512711567
2023,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,3674.6,2684.48,683.48,0.0,147.44,2858.72,164.31,6642.64,0.05266239501427372
2024,HAPD.IC,Hampidjan hf,Textiles & Apparel,Consumer Discretionary,3704.64,2690.61,742.16,0.0,157.22,3062.47,152.62,5336.42,0.0356599659729587
