Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2012,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,317.13,116.02,291.34000000000003,58.44,0.0,274.79,6.85,,-0.11287459167731861
2013,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,371.84,129.96,339.35,93.86,0.0,260.12,0.0,,-0.013878210056896979
2014,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,570.07,166.45,453.6,155.79,0.0,372.67,0.19,,0.2837794346403476
2015,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,924.84,233.1,832.6800000000001,253.37,2.39,830.45,0.31,3066.68,0.1324570273003033
2016,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,1034.29,286.24,817.48,296.35,0.1,1152.02,0.28,3120.79,0.19684110040787986
2017,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,1044.75,305.71,1052.8799999999999,370.39,0.77,979.13,0.4,1714.18,0.056945678029259
2018,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,1196.62,352.11,1196.81,392.85,0.19,814.06,0.78,1278.82,0.04953119630847769
2019,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,1397.09,437.0,1257.9599999999998,407.87,26.900000000000002,633.02,0.84,1732.69,0.13110150506420992
2020,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,1459.79,433.55,1349.05,437.23,34.8,579.74,1.25,2911.78,0.13704194564450348
2021,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,617.36,172.38,889.96,271.6,16.04,818.39,1.95,3751.11,-0.230904259209596
2022,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,737.31,176.73,837.0799999999999,264.14,8.55,707.83,1.88,1666.93,-0.02946273830155981
2023,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,754.42,190.1,902.72,276.69,17.92,565.8,2.01,638.8,-0.14024057343125348
2024,TOBII.ST,Tobii AB,Integrated Hardware & Software,Information Technology,871.57,171.87,991.57,369.17,60.0,694.99,2.06,520.0,0.024818879563876274
