Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2006,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,2245.7,237.3,1801.8,0.0,3.2,1333.6,0.0,,0.1525194961007798
2007,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,2728.1,439.0,2038.5,0.0,33.7,86.9,4.4,,2.375684556407447
2008,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,3624.7,600.9,2718.1,0.0,148.3,387.1,1.0,,0.40556557588250397
2009,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,3824.8,692.5,2773.0,0.0,96.8,626.8,0.5,,0.418460066953611
2010,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,4331.89,619.01,3327.7299999999996,0.0,133.81,3273.11,0.59,8452.5,0.07677551394446666
2011,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10390.44,711.52,9058.72,0.0,259.96,7690.69,0.0,5899.18,0.04684105067295662
2012,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,11947.73,619.86,11284.250000000002,0.0,318.07,5152.45,0.0,1686.63,-0.0532659220370897
2013,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,11998.15,550.74,11530.869999999999,0.0,304.46,3849.67,0.0,2878.42,-0.10076707873661875
2014,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10074.66,722.01,8694.34,0.0,288.17,4055.8,0.0,2339.8,0.09126189654322192
2015,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,10651.89,638.58,9743.210000000001,0.0,404.76,1744.09,0.0,359.08,-0.07720931832646334
2016,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7420.56,492.86,7125.01,0.0,528.96,255.66,0.0,732.88,-2.8407650786200405
2017,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,6999.44,437.26,6629.96,0.0,380.22,1644.68,0.0,1480.18,-0.27239341391638533
2018,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7241.85,603.22,6503.500000000001,0.0,341.09,1271.62,0.0,640.72,-0.16196662524968214
2019,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,8169.89,819.1,6964.55,0.0,365.12,951.58,0.0,468.93,0.022194665713865126
2020,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,7754.54,1022.96,6471.84,0.0,315.26,935.85,0.0,453.45,-0.059325746647433036
2021,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,8045.48,1051.13,6725.34,0.0,249.25,779.39,0.0,568.26,0.025353160805244242
2022,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,9321.13,1400.76,7569.69,0.0,332.42,798.41,0.0,511.73,0.02287045502937008
2023,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,12337.7,1992.1,9640.77,0.0,685.84,1988.51,0.0,1426.1,0.009549863968498974
2024,ARCHA.OL,Archer Ltd,Oil & Gas Related Equipment and Services,Energy,13974.45,2117.6,11069.33,0.0,673.64,2358.38,175.03,2351.73,0.044951271211529295
