Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2005,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,97.56,42.21,5.92,0.0,14.51,498.2,0.0,,0.07009233239662786
2006,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,204.22,91.16,15.65,0.0,28.61,1107.19,0.0,961.2,0.06213928955283194
2007,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,322.43,150.98,24.52,0.0,67.46,1151.55,0.0,874.15,0.06901133255177805
2008,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,401.88,374.12,26.99,0.0,0.0,960.91,0.0,519.53,0.0008013237451998548
2009,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,392.94,168.28,33.14,0.0,85.9,934.13,0.0,769.55,0.11306777429265731
2010,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,419.23,179.36,32.769999999999996,0.0,103.45,1317.33,0.0,1251.4,0.07868187925576736
2011,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,519.41,236.74,33.43,0.0,126.44,2364.04,0.0,1848.03,0.05194497555032908
2012,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1143.89,485.57,51.57,0.0,276.73,2641.77,0.0,2238.96,0.12492382001461146
2013,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1179.59,513.53,52.35,0.0,264.44,3048.84,0.0,3211.55,0.11455832382151897
2014,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1205.18,505.22,55.120000000000005,0.0,240.67,3225.36,0.0,4136.52,0.12531004290993875
2015,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1257.28,515.34,90.83,0.0,193.13,3828.33,37.68,4790.29,0.11846322177128356
2016,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1315.82,524.36,100.15,0.0,188.54,4049.32,40.78,4252.02,0.12292364489865772
2017,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1664.59,618.77,108.46,0.0,163.65,6845.42,45.03,7503.91,0.11228729618529994
2018,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1695.01,627.43,97.39,0.0,147.03,7601.95,47.82,7396.8,0.10760584958763467
2019,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1725.3,620.7,104.22000000000001,0.0,140.52,7900.75,54.38,10821.72,0.10808874273581952
2020,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1922.1,674.47,117.69000000000001,0.0,178.08,9492.83,59.52,10787.17,0.09964668380032136
2021,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,1971.34,679.5,115.26,0.0,165.37,11445.83,72.1,15569.05,0.08779442139342745
2022,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,2098.87,703.11,124.47,0.0,263.19,11391.19,0.0,10069.36,0.08849821660423535
2023,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,2492.17,789.25,98.53,0.0,815.13,11042.19,0.0,12361.66,0.07147676321454349
2024,DIOS.ST,Dios Fastigheter AB,Real Estate Operations,Real Estate,2569.95,812.58,93.56,0.0,735.29,11986.57,0.0,11544.88,0.07746336107827344
