Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,MarketCap,PROF
2004,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,1281.92,26.94,259.81,0.0,30.72,1455.46,0.0,3926.6,0.6626427383782447
2005,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,1700.02,5.46,305.19,0.0,38.53,2163.09,0.0,8284.44,0.624495513362828
2006,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,792.27,38.94,408.87,0.0,0.0,2973.28,0.0,13726.31,0.11585185384491198
2007,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,2650.63,177.26,472.08,0.0,21.54,3086.01,0.0,7914.08,0.641524168748643
2008,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3921.57,204.55,594.47,0.0,563.91,4591.28,0.0,3690.91,0.5572825007405343
2009,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3000.46,52.69,498.5,0.0,7.99,4865.62,0.0,10905.73,0.5017407853469856
2010,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3432.68,30.06,518.64,0.0,13.08,5290.68,0.0,13608.39,0.5426334611051887
2011,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3409.52,73.74,1977.3400000000001,0.0,18.47,5814.56,0.79,13703.73,0.2304194932377243
2012,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,5420.81,41.48,3020.89,0.0,3.48,6498.41,1.18,18772.81,0.3623243927693902
2013,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,5192.62,117.25,2774.71,0.0,21.48,7842.74,0.86,16646.29,0.2905783058799531
2014,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,5768.39,25.36,3060.81,0.0,7.23,10002.48,4.03,16684.9,0.2673249714435903
2015,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,4937.29,8.16,3666.3599999999997,0.0,4.16,10585.91,4.95,14442.03,0.1188392632892891
2016,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3828.59,48.35,3236.29,0.0,33.31,10097.79,-0.06,19579.47,0.050569781525154685
2017,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,4068.24,4.67,3160.16,0.0,13.56,9849.29,-0.06,19875.57,0.09034716419456137
2018,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,5000.26,4.75,2909.17,0.0,8.07,10648.17,-0.06,21432.86,0.19517736011367273
2019,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,5152.24,21.23,3588.33,0.0,32.31,13569.7,0.0,31760.0,0.11130459774350208
2020,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,3387.91,66.35,3517.65,0.0,29.46,10882.47,-0.06,15566.16,-0.02072610754419289
2021,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,4457.97,99.91,2589.71,0.0,54.68,9822.42,-0.06,9933.17,0.17446621789468114
2022,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,6885.0,360.54,5255.97,0.0,81.74,12107.56,37.78,16490.42,0.09771237363466151
2023,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,8380.91,2294.04,5527.68,0.0,187.49,12923.35,4.74,17355.28,0.028751346873358678
2024,TGS.OL,TGS ASA,Oil & Gas Related Equipment and Services,Energy,14162.18,3464.78,8588.25,0.0,475.33,23585.69,5.32,22257.39,0.06925604287395919
