Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2009,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,57758.26,50820.75,50.42,0.0,0.0,40822.58,113.71,0.1682392322313527
2010,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,58358.15,33795.97,10021.83,882.63,2394.19,41498.43,3673.77,0.2884249604845458
2011,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,60813.07,32825.42,12050.46,699.93,2009.8,41887.19,8275.45,0.29159789038216494
2012,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,66147.52,47721.43,12077.49,0.0,1682.31,32899.39,6946.86,0.11710738149763164
2013,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,75617.16,49353.97,11723.960000000005,0.0,2855.06,35326.57,7499.31,0.2728296534712188
2014,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,80538.42,48284.48,12133.07,0.0,2636.06,50668.82,7965.26,0.29820217184272346
2015,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,80009.29,61818.06,8660.84,0.0,1807.49,41280.19,8230.31,0.15598509407095457
2016,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,71612.78,46943.29,9814.89,0.0,1442.4199999999998,47815.41,6292.08,0.24788028422682326
2017,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,74908.76,51053.22,10323.81,0.0,1529.31,72479.45,5036.03,0.15483900764079633
2018,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,97304.51,69600.04,12212.03,0.0,1912.08,90873.07,4495.36,0.14239890496257512
2019,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,92841.4,56492.43,13797.37,0.0,2720.71,96298.86,4279.83,0.19716790902725012
2020,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,72161.74,37100.32,15325.61,0.0,3030.3,114574.75,3831.08,0.14108688736019168
2021,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,106155.03,72584.99,14480.090000000002,0.0,2516.08,86272.13,4148.53,0.18329737916091288
2022,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,155286.87,107630.11,23790.38,2896.27,4115.03,101174.7,5635.31,0.2120364935833261
2023,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,121375.7,71402.7,37234.329999999994,3531.54,6553.11,85204.95,2860.07,0.11034006464768878
2024,ORSTED.CO,Oersted A/S,Electric Utilities & IPPs,Utilities,110686.31,56038.12,13511.29,2423.03,6243.77,98059.19,16397.9,0.3260275095234379
