Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2002,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,625.04,0.0,43.48,0.0,0.0,1395.04,0.0,0.4168769354283748
2003,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,686.53,0.0,43.89,0.0,0.0,1832.83,0.0,0.35062717218727324
2004,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,732.26,0.0,51.379999999999995,0.0,168.84,2119.05,0.0,0.2416365824308062
2005,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,711.72,0.0,53.55,0.0,145.11,2413.31,0.0,0.2125959781379102
2006,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,790.98,0.0,61.78,0.0,162.72,3229.62,0.0,0.17540144041713887
2007,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,897.08,0.0,69.34,0.0,221.89,3660.87,0.0,0.16549344827868787
2008,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,999.01,0.0,70.99,0.0,312.19,3569.35,0.0,0.1725328140978049
2009,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1017.23,0.0,68.31,0.0,261.71,3573.85,0.0,0.19228842844551397
2010,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1086.72,0.0,70.53999999999999,0.0,235.99,4517.02,0.0,0.17272228150417754
2012,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1293.43,0.0,78.21000000000001,0.0,336.89,5254.32,0.0,0.16716340078259415
2013,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1537.89,423.28,111.91,0.0,423.28,6497.28,0.0,0.08917885638297876
2014,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1704.89,458.37,128.6,0.0,448.27,6677.88,0.0,0.1002788310062475
2015,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1826.16,485.7,140.55,0.0,417.82,9289.3,0.0,0.08419256564003748
2016,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,1993.37,507.67,144.34,0.0,450.72,10870.57,0.0,0.08193130627004838
2017,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,2276.58,613.93,148.16,0.0,479.33,13600.78,0.0,0.07611034073045811
2018,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,2513.48,695.8,169.5,0.0,451.38,15155.1,0.0,0.07897011567063233
2019,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,2775.93,784.48,184.25,0.0,308.03000000000003,16771.98,0.0,0.08938539158763603
2020,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,3146.18,872.01,209.81,0.0,329.56,20253.32,0.0,0.08565509259716432
2021,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,3066.75,866.91,224.49,0.0,308.68,21383.47,0.0,0.07794198041758424
2022,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,3168.73,953.95,220.43,0.0,374.36,22006.78,0.0,0.07361322283405386
2023,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,3862.67,1112.72,257.78,0.0,967.41,22542.47,0.0,0.06763943791430133
2024,WIHL.ST,Wihlborgs Fastigheter AB,Real Estate Operations,Real Estate,4244.95,1198.02,270.52,0.0,1173.61,23806.58,0.0,0.06732592417726527
