Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2008,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1802.76,1185.92,401.89,0.0,0.0,1419.33,0.0,0.1514446957367208
2009,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1721.88,1113.59,399.71,0.0,0.0,1248.22,0.0,0.1671019531813304
2010,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1755.06,1232.46,404.15,0.0,0.0,1252.28,0.0,0.09458747245025069
2011,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1642.48,1141.31,401.13,0.0,6.8,536.05,0.0,0.17393899822777742
2012,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1352.11,943.13,332.24,0.0,6.33,550.54,0.0,0.12789261452392178
2013,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1472.03,1022.54,343.49,0.0,4.74,671.03,0.0,0.15090234415748924
2014,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,1792.55,1203.87,426.07,0.0,3.5,855.0,0.0,0.18609356725146206
2015,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,3374.81,2255.48,966.48,0.0,13.89,961.81,0.0,0.1444775995258938
2016,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,4718.11,3166.5,1403.2099999999998,0.0,19.06,983.46,0.0,0.1315152624407702
2017,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,4943.71,3431.12,1192.54,0.0,17.28,1227.52,0.0,0.2466517857142859
2018,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,5405.93,3674.87,1281.31,0.0,15.44,1434.08,0.0,0.3028492134330027
2019,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,5704.29,3837.31,1535.23,0.0,20.58,1640.31,0.0,0.1897019465832678
2020,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,6384.04,4400.11,1038.13,0.0,17.09,1915.84,0.0,0.48475342408551875
2021,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,7069.84,4992.83,1012.17,0.0,15.39,2076.68,0.0,0.5053498853939943
2022,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,8516.68,6159.23,1075.05,0.0,23.36,2375.67,0.0,0.5299725972041575
2023,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,10284.51,7204.93,1414.42,0.0,42.35,2975.65,0.0,0.5453631979567489
2024,SCANFL.HE,Scanfil Oyj,Electronic Equipment & Parts,Information Technology,9062.27,6074.54,1456.5300000000002,0.0,28.79,3424.61,0.0,0.43870980929215303
