Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2013,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,1883.36,1616.75,234.56,0.0,0.0,71.52,2.8,0.43124327233584364
2014,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2106.63,1811.23,245.43,0.0,0.0,73.13,2.68,0.6591478696741866
2015,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2311.43,2004.28,269.07,0.0,0.0,76.51,0.81,0.49249870667356266
2016,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2287.42,1973.44,264.43,0.0,0.0,138.83,0.66,0.355222596601907
2017,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,2324.62,2005.77,267.45,0.0,11.41,173.19,1.27,0.22922159807405665
2018,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,3321.89,2872.3,361.61,0.0,19.05,559.31,28.63,0.11723985440691173
2019,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4412.38,3806.13,470.44,0.0,18.65,752.18,37.44,0.148375167802234
2020,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,3965.88,3432.44,452.31,0.0,29.91,787.95,1.09,0.06491432626989767
2021,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4563.09,3868.08,513.96,0.0,27.25,895.4,23.0,0.16746515679442528
2022,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4247.02,3529.24,532.09,0.0,26.82,832.46,20.63,0.1862288855806546
2023,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,4904.1,4169.32,606.32,0.0,65.58,794.19,19.31,0.07729563614013596
2024,ICESEA.IC,Iceland Seafood Internat hf,Food & Tobacco,Consumer Staples,5149.57,4373.11,567.16,0.0,108.34,870.87,25.97,0.11257303420900056
