Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1994,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,13822.77,10939.42,2526.96,0.0,1041.42,1166.24,1060.62,-0.30762149394214267
1995,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,16315.82,13244.09,2800.2,0.0,909.64,1749.93,589.39,-0.2727758493921311
1996,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,18319.52,15051.75,2981.63,0.0,1008.72,1721.49,603.34,-0.3108098226536993
1997,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,19306.24,16062.64,3215.74,0.0,1596.62,1307.78,358.43,-0.9415139748291016
1998,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,12562.26,10486.79,2598.86,0.0,1540.82,1380.76,429.99,-1.1399751484191638
1999,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,10179.21,8382.81,1686.85,0.0,912.18,1340.4,455.48,-0.44692852529122223
2000,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,8455.69,6495.25,1682.87,0.0,492.02,2223.82,315.79,-0.08444209937746322
2001,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,8249.44,6214.34,1696.1,0.0,200.82,2645.71,239.06,0.04789983256897446
2002,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6270.47,4505.77,1532.24,0.0,157.68,2570.47,143.08,0.02755799598312167
2003,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4434.72,2863.82,1304.77,0.0,168.08,2943.98,202.8,0.031158835380929107
2004,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2884.46,2156.6,560.24,0.0,132.74,2584.54,223.88,0.012419794760043052
2005,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3016.08,2221.47,606.44,0.0,94.62,11204.36,160.63,0.008231419473312344
2006,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3868.68,2866.45,692.61,0.0,94.94,1983.2,114.78,0.10232700025739044
2007,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4734.73,3317.11,799.16,0.0,133.38,1628.92,117.04,0.27782996174024577
2008,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,5867.15,4105.9,1073.99,0.0,165.74,2294.96,103.07,0.2174785136132575
2009,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6167.2,4244.34,1394.07,0.0,286.08,2625.41,118.17,0.08846470669708911
2010,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,4147.63,2945.7,1006.27,0.0,191.36,2468.69,99.29,0.0016744678696875737
2011,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,6564.04,4568.88,1655.13,0.0,510.56,2789.01,172.75,-0.05757725136405389
2012,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2553.1,1695.37,804.5,0.0,30.14,2951.21,136.83,0.007477234750845202
2013,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2466.49,1608.72,832.64,0.0,37.7,1273.36,310.79,-0.007934854653915498
2014,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2825.43,1856.88,923.42,0.0,33.42,876.77,21.69,0.013033412728446192
2015,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3341.69,2231.67,1096.6,0.0,35.78,929.28,16.32,-0.02364636209813867
2016,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,3144.95,2120.47,1008.69,0.0,31.58,788.15,19.98,-0.019538935567297383
2017,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,2319.46,1522.67,768.8,0.0,24.26,822.07,0.0,0.004537326505042159
2018,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,4.8,0.0,0.0,1.92,200.14,0.0,-0.033576496452483263
2019,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,6.59,0.0,0.26,71.81,0.0,-0.095390614120596
2020,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,3.74,0.0,0.28,74.2,0.0,-0.054177897574123994
2021,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.23,0.0,0.28,71.36,0.0,-0.02116031390134529
2022,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.49,0.0,0.28,58.81,0.0,-0.03009692229212719
2023,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.84,0.0,0.0,57.32,0.0,-0.03210048848569435
2024,OKEAC.CO,Det Oestasiatiske Kompagni A/S,Professional & Commercial Services,Industrials,0.0,0.0,1.87,0.0,0.0,57.44,0.0,-0.032555710306406686
