Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
1994,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,10520.82,8934.13,143.37,0.0,43.84,3411.01,0.0,0.4102831712601255
1995,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,10937.28,9563.64,172.87,0.0,50.48,4135.55,0.0,0.27814680030467565
1996,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,14030.92,11909.14,227.92,0.0,34.9,4927.39,0.0,0.3772707254753532
1997,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,16712.32,14092.39,268.26,0.0,23.56,6028.87,0.0,0.38616025888765226
1998,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,21389.22,10492.11,7740.36,0.0,52.38,7749.92,0.0,0.40056800586328645
1999,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,26328.65,12416.85,9587.91,0.0,27.76,9753.99,0.0,0.4404484728813543
2000,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,29291.01,14482.04,11186.17,0.0,34.24,10999.43,0.0,0.3262496329355246
2001,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,34864.66,16861.74,13192.15,0.0,33.2,12923.79,0.0,0.36967251866519046
2002,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,37516.63,16827.9,13882.1,0.0,21.76,15443.09,0.0,0.4393466592501886
2003,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,41881.53,18358.86,15514.97,0.0,4.86,18147.13,0.0,0.4409975571894839
2004,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,49268.22,21082.71,18397.66,0.0,5.88,20273.27,0.0,0.48250578224430507
2005,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,53285.18,21814.38,20013.04,0.0,6.96,21646.07,0.0,0.5290013383491784
2006,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,59175.96,23995.68,21945.28,0.0,8.66,24981.71,0.0,0.5294409389909658
2007,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,68265.58,26574.83,25673.87,0.0,8.72,27880.83,0.0,0.5741636816407546
2008,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,75517.46,29056.46,29283.36,0.0,13.64,32057.9,0.0,0.5354062493176411
2009,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,84052.45,32262.95,33847.12,0.0,13.26,33057.77,0.0,0.5423572128428505
2010,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,90505.28,33549.77,36382.99,0.0,11.68,39037.52,0.0,0.5266943186964748
2011,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,95118.17,37919.63,39576.43,0.0,8.64,37641.69,0.0,0.46792452729938533
2012,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,103911.94,42088.13,43110.91,0.0,8.6,37313.07,0.0,0.5012801144478329
2013,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,115066.67,47022.12,48273.37,0.0,16.12,42240.8,0.0,0.4676772220223098
2014,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,138896.4,57209.15,58220.01,0.0,29.36,48591.83,0.0,0.4823419904127915
2015,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,171854.25,73824.89,72429.05,0.0,19.0,57839.47,0.0,0.44228119656006526
2016,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,190321.85,85219.04,81520.83,0.0,15.84,56552.35,0.0,0.4167137174670904
2017,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,192631.37,88525.83,84294.76,0.0,78.98,59312.95,0.0,0.33267271312588564
2018,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,197672.42,93493.23,89623.4,0.0,274.34,55238.36,0.0,0.2585422521595504
2019,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,216589.01,102640.98,97806.8,0.0,616.02,54964.32,0.0,0.2824597848204073
2020,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,190067.03,95004.55,91913.17,0.0,2640.18,56669.01,0.0,0.008984275532605878
2021,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,200347.8,94613.07,90373.86,0.0,2332.08,60105.83,0.0,0.2167641641418142
2022,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,213091.09,105115.27,101142.32,0.0,2125.64,47600.93,0.0,0.09890268950627616
2023,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,233391.86,113849.66,105824.55,0.0,4238.0,48926.1,84.43,0.1934206791887372
2024,HMb.ST,H & M Hennes & Mauritz AB,Specialty Retailers,Consumer Discretionary,238566.06,111082.5,109498.36,0.0,5602.0,46708.79,69.85,0.26471911111567153
