Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF
2007,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,11034.56,8614.6,583.32,0.0,51.14,3274.01,0.0,0.5453556953094214
2009,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,7917.27,6881.11,506.15,0.0,107.82,2942.74,0.0,0.14346833223458438
2010,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,7672.52,6389.28,545.04,0.0,71.38,3403.82,0.0,0.1959034261506192
2011,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,10365.21,8462.49,619.27,0.0,75.14,3989.72,0.0,0.3028558395075342
2012,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,10725.55,8828.81,634.25,0.0,77.35,3760.54,0.0,0.31515154738415224
2013,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,11374.44,9354.61,666.96,0.0,83.94,4198.64,0.0,0.302224053503039
2014,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,13058.56,10700.56,710.06,0.0,85.43,4442.66,0.0,0.3517059599429171
2015,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,13327.15,11119.5,827.99,0.0,77.45,4731.51,0.0,0.27522080688828715
2016,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,15015.09,12215.53,918.13,0.0,66.77000000000001,4695.12,0.0,0.38649917361004604
2017,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,16728.18,13390.29,973.19,0.0,66.82,6046.91,0.0,0.38000896325561306
2018,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,14683.82,11964.32,974.86,0.0,73.97999999999999,6483.61,0.0,0.25767435117164667
2019,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,14521.76,11864.94,911.04,0.0,98.64,6681.79,0.0,0.24651178800890175
2020,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,16673.55,13650.18,979.47,0.0,109.51,7933.84,0.0,0.24381510088431313
2021,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,15684.54,12462.45,1034.28,0.0,85.19,8169.33,0.0,0.25737973615951376
2022,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,13850.26,10908.61,1052.76,0.0,102.61,7566.83,0.0,0.23606715097339306
2023,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,15893.57,13142.63,993.29,0.0,157.25,8025.93,0.0,0.19940368281308216
2024,JM.ST,JM AB,Homebuilding & Construction Supplies,Other,14514.59,12854.85,959.03,0.0,180.01,8399.54,0.0,0.0619914900101672
