Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,1078.5,378.76,633.39,0.0,16.7,491.03,2.14,0.1006752235537442,0.0,86.05,440.71
2005,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,1181.53,425.33,662.5799999999999,0.0,13.82,537.04,0.0,0.1485922836287802,0.0,94.57,717.11
2006,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,1362.91,512.61,720.1,1.25,0.19,635.49,0.83,0.2062798591903445,0.0,87.28,1400.39
2007,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,1643.74,662.15,801.76,3.02,0.31,706.06,1.08,0.2581384167208757,0.0,86.8,1619.97
2008,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,1829.31,794.39,906.03,3.71,0.67,913.57,112.79,0.1285416423087417,0.0,113.52,1288.48
2009,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2130.88,916.58,870.4100000000001,2.24,0.28,908.36,22.92,0.3713705867193542,0.0,0.0,1870.4
2010,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2140.87,877.72,860.9599999999999,2.06,0.48,988.88,17.73,0.4011186060142457,0.0,0.0,2035.41
2011,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2222.12,1216.33,858.73,0.0,2.24,981.64,10.37,0.1459864315883912,0.0,0.0,1943.01
2012,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2278.68,1051.68,1004.43,2.39,24.23,1067.75,14.23,0.185520989297399,0.0,163.09,2455.7
2013,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2555.41,1193.19,1028.73,2.69,31.75,1408.65,21.65,0.2128434594141088,0.0,106.41,4060.32
2014,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2680.67,1238.61,1090.07,3.44,33.9,1719.98,20.36,0.1847512555017987,0.0,124.57,3953.5
2015,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2777.26,1299.7,1154.67,4.45,103.27,1764.31,13.86,0.1260115736965533,0.0,146.23,4422.14
2016,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,2978.56,1425.09,1204.78,4.86,15.89,1832.68,15.56,0.1826927238886724,0.0,174.0,5277.78
2017,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,3220.65,1535.4,1297.8000000000002,5.06,26.57,2124.18,12.09,0.171298571809743,0.0,193.65,6104.63
2018,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,3689.86,1823.42,1395.48,5.76,13.83,2318.52,31.36,0.1969845268694571,0.0,197.81,6467.24
2019,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,4023.67,1992.77,1550.62,6.31,5.66,2563.98,32.65,0.1852131416489835,0.0,238.11,8401.47
2020,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,4448.89,2200.7,1664.65,7.27,9.37,2775.84,33.16,0.2069918120327521,0.0,267.78,10528.86
2021,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,9395.87,2165.24,1083.31,0.0,0.0,2943.35,36.31,2.0630944470174457,0.0,0.0,10621.96
2022,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,12655.38,3672.27,1993.76,54.51,6.79,2927.53,26.36,2.38230604389466,0.0,0.0,7202.08
2023,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,15132.7,4505.66,2061.43,63.88,10.16,3228.19,8.06,2.6633696407879497,0.0,0.0,6501.4
2024,OLVAS.HE,Olvi Oyj,Beverages,Consumer Staples,15802.95,4537.18,2172.65,112.71,13.87,3815.16,15.71,2.3994445126041866,0.0,0.0,7120.06
