Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2003,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,5871.37,2245.98,2713.81,175.83,109.89,2214.68,0.0,0.4413820506800079,0.0,0.0,13114.2
2004,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,6834.46,2632.88,3129.5,227.48,0.0,2635.95,0.0,0.4930139039056128,0.0,0.0,14375.06
2005,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,6774.05,2655.49,3019.62,233.7,175.0,2649.08,0.0,0.4369969951832335,0.0,0.0,17699.03
2006,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,7148.82,2863.15,3318.15,260.0,169.42,3117.45,0.0,0.3394120194389645,0.0,0.0,23324.15
2007,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,8756.11,3492.86,4196.23,347.33,212.32,2472.83,0.0,0.4860948791465651,0.0,0.0,22755.4
2008,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,9035.09,3699.23,4179.65,443.05,216.73,2537.7,0.0,0.5447964692438039,0.0,0.0,18207.16
2009,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,10512.61,4430.31,4430.32,463.65,214.54,3233.94,0.0,0.5878556806867167,0.0,0.0,19988.83
2010,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,10370.37,4015.71,4146.19,444.74,176.16000000000005,3643.34,0.0,0.6798843917943428,0.0,0.0,29051.07
2011,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,10735.04,3803.49,4262.56,437.97,143.53,4698.61,0.0,0.6307035484962576,0.0,0.0,35107.56
2012,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,11223.18,3744.79,4233.509999999999,348.21,121.16,5963.29,0.0,0.5822171988952409,0.0,0.0,49359.69
2013,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,11841.4,3835.86,4312.16,386.74,80.4,7381.74,0.0,0.5418397288444187,0.0,0.0,69147.57
2014,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,13778.01,4312.56,4915.650000000001,432.36,27.72,6848.22,0.0,0.7234639074095165,0.0,0.0,118456.88
2015,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,16346.22,5142.79,5918.45,519.45,36.44,6002.36,0.0,0.9609536915479912,0.0,0.0,132641.12
2016,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,18452.96,5843.46,6571.23,639.78,51.53,6109.76,0.0,1.0845794270151363,0.0,0.0,133845.74
2017,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,19180.01,6122.83,6908.410000000001,709.0,55.58,7521.87,0.0,0.9043216646924233,0.0,0.0,139488.18
2018,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,21190.29,6934.61,7782.26,824.47,56.68,8134.28,0.0,0.8902090904173449,0.0,0.0,179806.89
2019,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,23404.37,7548.79,8707.330000000002,902.83,70.45,9178.07,0.0,0.8695324834088208,0.0,0.0,236587.93
2020,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,26235.35,8392.37,9630.29,1001.65,89.14,10879.86,0.0,0.8387240276988853,0.0,0.0,318427.57
2021,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,27057.19,8514.39,9793.009999999998,1051.59,79.39,11122.04,0.0,0.8741193162405458,0.0,0.0,296030.41
2022,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,30328.46,9469.67,11676.56,1163.22,322.37,11898.31,0.0,0.8423952645375689,0.0,0.0,240452.54
2023,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,36522.65,12182.17,14219.98,1299.91,1071.83,26206.57,0.0,0.3948849467900608,0.0,0.0,258448.56
2024,COLOb.CO,Coloplast A/S,Healthcare Equipment & Supplies,Health Care,42000.88,13613.38,17182.6,1418.68,1370.51,28260.89,0.0,0.398185265927577,0.0,0.0,314513.03
