Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2014,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,6951.83,3684.43,2329.5200000000004,106.56,87.27,10162.04,0.0,0.0941907333566881,0.0,0.0,
2015,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,7758.79,4322.55,2752.63,112.82,111.86,10703.21,0.0,0.0639593168778338,0.0,0.0,
2016,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,7667.11,4287.22,2510.86,130.6,112.92,10107.18,0.0,0.0877307023324012,0.0,0.0,
2017,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,7444.64,4125.15,2761.72,129.76,104.58,5077.28,0.0,0.1148154129770272,0.0,0.0,6380.29
2018,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,7694.96,4265.61,2831.88,132.04,98.33,5295.99,0.0,0.1191807386343252,0.0,0.0,7535.27
2019,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,8305.46,4689.21,2949.0199999999995,129.35,123.76,5545.34,0.0,0.1213307028964859,0.0,0.0,11507.91
2020,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,9291.17,5068.28,3264.91,116.68,145.34,5878.85,0.0,0.1580785357680499,0.0,0.0,17875.07
2021,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,9090.02,4871.73,3108.8499999999995,100.22,87.2,6707.91,0.0,0.1673337895111892,0.0,0.0,29402.32
2022,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,9481.49,5507.99,3265.64,109.27,109.26,6995.48,0.0,0.1011896253009086,0.0,0.0,9983.13
2023,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,10928.14,6214.51,3779.06,148.3,261.76,7633.29,0.0,0.1075696062903413,0.0,0.0,10803.96
2024,ARJOb.ST,Arjo AB (publ),Healthcare Equipment & Supplies,Health Care,11483.94,6494.55,3973.4100000000008,152.55,255.27,8572.26,0.0,0.1065366659434034,0.0,0.0,10153.6
