Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,76.17,21.27,41.88,0.0,0.26,61.71,0.0,0.2067736185383246,0.0,1.65,176.38
2005,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,81.57,21.4,46.36,0.0,0.23,67.41,0.0,0.2014537902388369,0.0,2.06,244.22
2006,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,99.63,29.21,51.45,6.3,0.6,74.06,0.0,0.333108290575209,0.0,2.27,325.25
2007,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,126.85,37.97,67.23,8.3,1.08,93.84,0.0,0.3076513213981243,0.0,2.24,396.09
2008,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,140.29,40.62,73.78999999999999,8.7,1.02,95.46,0.0,0.3515608631887701,0.0,2.6,311.21
2009,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,158.75,42.79,86.26,9.3,0.38,106.29,0.0,0.363345564022956,0.0,2.58,424.38
2010,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,158.03,42.78,88.31,9.7,0.18,107.83,0.0,0.3381248261151813,0.0,2.31,471.53
2011,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,161.76,42.24,92.81,7.1,0.07,106.89,0.0,0.3156516044531759,0.0,2.4,377.23
2012,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,183.75,49.44,93.18,7.6,0.0,115.17,0.0,0.423113658070678,0.0,6.28,371.57
2013,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,190.98,49.19,106.18,18.0,0.34,121.64,0.0,0.4379316014468923,0.0,7.7,433.81
2014,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,214.82,55.57,115.89,12.2,0.76,139.1,0.0,0.393961179007908,0.0,8.26,504.28
2015,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,251.43,64.65,133.76999999999998,11.0,0.53,156.16,0.0,0.4065061475409837,0.0,10.64,985.63
2016,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,268.06,64.96,146.74999999999997,9.3,0.35,166.7,0.0,0.3917216556688667,0.0,11.73,1347.79
2017,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,301.46,72.78,163.21,8.6,0.5,182.98,0.0,0.4020657995409332,0.0,13.22,1320.29
2018,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,325.89,79.38,172.53000000000003,10.2,0.52,206.71,0.0,0.4047215906342216,0.0,12.36,1301.95
2019,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,363.72,80.14,193.82,12.4,0.21,236.86,0.0,0.4304230347040448,0.0,18.01,3520.77
2020,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,363.13,76.58,191.08,16.5,0.15,256.85,0.0,0.4353513723963403,0.0,23.14,4584.33
2021,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,427.28,97.11,213.89,18.6,0.0499999999999999,306.05,0.0,0.4405489299134126,0.0,23.43,6738.97
2022,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,491.94,106.49,244.21,25.75,0.11,367.69,0.0,0.4538605890831951,0.0,23.29,4235.92
2023,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,526.36,112.28,282.65000000000003,29.0,0.16,397.94,0.0,0.4027491581645474,0.0,23.66,3924.19
2024,MEDI.OL,Medistim ASA,Healthcare Equipment & Supplies,Health Care,562.6,113.68,317.84000000000003,35.0,0.32,436.61,0.0,0.3796523212936029,0.0,24.51,2741.43
