Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
1997,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,3269.62,809.98,1413.31,0.0,25.28,1240.36,0.0,0.8231884291657261,0.0,0.0,1237.47
1998,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,9141.68,3844.1,4334.3,0.0,106.66,2803.55,16.94,0.3037131845884934,0.0,0.0,18212.75
1999,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,10212.66,4324.96,5036.68,0.0,111.54,2850.75,98.9,0.2507009306188868,0.0,0.0,38510.42
2000,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,9083.43,4159.42,4631.71,0.0,155.66,2941.87,23.45,0.0460793438819419,0.0,0.0,20937.43
2001,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,9130.47,3324.34,4697.19,0.0,358.68,3834.76,54.83,0.1928892248283236,0.0,0.0,19746.08
2002,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,9542.66,3580.24,5037.6,0.0,720.48,3360.56,26.19,0.0603351295489775,0.0,0.0,7835.95
2003,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,10998.63,3689.02,5794.0,0.0,760.64,4020.82,30.26,0.1863626489726193,0.0,0.0,15097.78
2004,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,12761.04,4652.24,6493.06,0.0,51.88,4134.58,78.26,0.3712127685836634,0.0,0.0,15977.69
2005,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,12577.92,0.0,6890.46,0.0,14.42,3901.95,97.41,1.4184869579132662,0.0,0.0,19395.83
2006,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,13244.31,3486.24,7549.22,0.0,0.0,5119.09,32.9,0.4287372452198081,0.0,0.0,15245.12
2007,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,14198.47,5666.9,7751.32,0.0,0.0,3755.01,31.71,0.2060490345206405,0.0,0.0,9006.94
2008,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,15365.02,0.0,9241.08,0.0,276.72,4679.32,15.53,1.245454061365113,0.0,0.0,5432.87
2009,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,14891.23,6072.4,8147.72,0.0,0.0,4292.88,5.81,0.1561196550577035,0.0,0.0,8661.54
2010,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,13714.73,5341.2,7786.11,0.0,0.0,4340.94,0.78,0.1352966105598701,0.0,0.0,7942.41
2011,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,14244.83,6197.88,10089.28,0.0,241.56,4368.14,1.55,-0.5226663676370636,0.0,0.0,6129.44
2012,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,13641.82,5609.8,10093.29,0.0,233.18,3848.27,1.47,-0.5960012883986974,0.0,0.0,7910.1
2013,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,12546.86,5467.58,8910.39,0.0,181.16,4286.62,0.83,-0.4693395841350917,0.0,0.0,10024.86
2014,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,12722.92,5211.18,9020.95,0.0,66.86,4258.22,0.9,-0.3700459249798082,0.0,0.0,14324.55
2015,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,13060.1,5130.66,9080.62,0.0,71.56,4634.89,0.96,-0.2637574554828133,0.0,0.0,17563.5
2016,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,13863.52,5325.84,9373.62,0.0,76.16,4432.0,0.0,-0.2057987364620939,0.0,0.0,17442.09
2017,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,14398.4,5405.94,9668.91,0.0,67.18,4683.33,3.94,-0.1586488510369577,0.0,0.0,18955.41
2018,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,15357.53,5816.56,10268.76,0.0,82.58,4780.45,0.0,-0.1695175140415649,0.0,0.0,17313.62
2019,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,17071.06,7958.62,11216.3,0.0,216.58,16603.05,0.0,-0.1397598633985922,0.0,0.0,32304.33
2020,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,29879.18,18540.44,17057.42,0.0,523.3,17036.37,0.0,-0.3663914319775866,0.0,0.0,33323.87
2021,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,28690.49,15860.36,16526.96,0.0,467.44,18231.91,0.0,-0.2284055812035051,0.0,0.0,32580.77
2022,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,29555.55,14308.92,19138.79,0.0,460.28,18024.55,0.0,-0.2414728800441621,0.0,0.0,32927.43
2023,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,32527.08,16417.54,16898.93,0.0,1307.28,18033.64,0.0,-0.1162643814559899,0.0,0.0,28531.82
2024,TIETO.HE,Tietoevry Oyj,Software & IT Services,Information Technology,21839.05,12063.48,11912.42,0.0,1006.26,15274.68,0.0,-0.2057725595560758,0.0,0.0,23760.48
