Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2004,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,359.81,196.24,97.67,1.67,0.51,218.28,0.0,0.3072200842954003,0.0,0.0,668.92
2005,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,365.45,191.7,99.24,2.45,0.13,215.3,0.0,0.3568509057129587,0.0,0.0,964.55
2006,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,438.91,216.58,121.22,5.66,0.0,248.53,0.0,0.4296060837725828,0.0,0.0,1397.16
2007,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,456.34,238.62,125.32999999999998,6.07,0.0,222.46,0.0,0.4425964218286432,0.0,0.0,905.01
2008,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,439.92,236.4,131.48,7.23,0.52,240.01,0.0,0.3281113286946378,0.0,0.0,497.95
2009,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,396.86,213.22,126.59000000000002,8.26,0.06,232.97,0.0,0.2800789801261965,0.0,0.0,711.07
2010,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,365.61,198.85,113.64,8.58,0.44,158.64,0.0,0.386157337367625,0.0,0.0,847.24
2011,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,377.21,204.43,113.41,9.31,1.06,156.79,0.0,0.4312775049429171,0.0,0.0,511.83
2012,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,344.48,202.46,120.93,8.77,1.34,137.35,0.0,0.2076447033127047,0.0,0.0,341.18
2013,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,333.75,195.77,123.21,7.7,0.0,158.5,0.0,0.1417665615141956,0.0,0.0,405.67
2014,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,350.76,192.72,121.69,6.13,0.39,175.38,0.0,0.2399931577146766,0.0,0.0,573.03
2015,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,427.57,238.31,155.16,8.26,0.64,181.8,0.0,0.2294829482948293,0.0,0.0,671.56
2016,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,440.64,243.16,152.82,8.03,0.53,160.97,0.0,0.3240355345716593,0.0,0.0,854.43
2017,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,618.97,360.96,208.39,9.97,5.33,168.19,0.0,0.3226113324216663,0.0,0.0,755.21
2018,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,582.68,339.5,208.95,10.39,4.5,158.83,0.0,0.2525971164137754,0.0,0.0,453.07
2019,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,566.73,327.05,196.52,11.14,4.6,167.79,0.0,0.296203587818106,0.0,0.0,453.23
2020,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,664.63,384.31,210.01,9.02,4.73,237.52,0.0,0.3140788144156282,0.0,0.0,759.3
2021,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,870.63,497.17,266.47,12.92,5.12,259.95,0.0,0.4415849201769569,0.0,0.0,1776.31
2022,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,1741.52,1022.15,520.51,19.38,26.35,880.21,0.0,0.2180047943104486,0.0,0.0,837.88
2023,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,1815.09,1023.31,612.0200000000001,23.13,49.6,985.22,0.0,0.1555896145023445,0.0,0.0,1664.11
2024,SVEDb.ST,Svedbergs Group AB,Homebuilding & Construction Supplies,Consumer Discretionary,2220.83,1207.96,744.43,30.88,66.9,1572.6,0.0,0.1477934630548136,0.0,0.0,2257.65
