Year,Ticker,CompanyName,Industry,Sector,REVT,COGS,XSGA_COMPONENTS,XRD,XINT,BE,MIB,PROF,COGS_DA,XSGA_DA,MarketCap
2014,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,8089.03,5627.23,1532.2,0.0,622.8,6190.96,0.0,0.0495561269980746,0.0,9.19,
2015,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,10981.82,7770.27,1922.73,0.0,599.48,12436.32,0.0,0.0554295804546682,0.0,65.02,16811.74
2016,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,12164.47,8310.29,2282.06,0.0,127.66,13254.65,0.0,0.108977604086113,0.0,67.75,18782.43
2017,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,13599.45,9295.15,2453.79,0.0,120.07,14523.38,0.0,0.1191485728528759,0.0,73.59,24732.85
2018,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,17113.02,11540.1,3121.25,0.0,398.94,15642.05,0.0,0.1312315201651957,0.0,205.09,15878.05
2019,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,17218.59,11636.02,3379.8900000000003,0.0,441.09,16280.64,0.0,0.1082015203333529,0.0,281.97,26163.61
2020,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,16587.57,11156.98,3511.57,0.0,447.27,16917.1,0.0,0.0869977714856565,0.0,302.95,33655.68
2021,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,21563.49,15188.45,3467.64,412.91,412.92,21869.63,0.0,0.1329418924782907,0.0,369.81,37027.0
2022,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,28280.1,20792.01,4468.54,504.53,550.14,24863.52,0.0,0.1196105780677876,0.0,580.54,20233.4
2023,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,27643.81,19899.56,4894.76,588.21,965.42,26167.83,0.0,0.0944778378642783,0.0,610.1,28988.12
2024,DOMETIC.ST,Dometic Group AB (publ),Automobiles & Auto Parts,Consumer Discretionary,25038.48,18102.56,4907.01,596.98,995.64,26180.46,0.0,0.0622697232974515,0.0,603.08,17080.78
